,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
961,Kick (Black Panel),2hp,['Drum'],2,42.0,74.0,2.0,0.0,125.0,2015,3.33,9.0,Available,1
962,Zularic Repetitor (Black),Noise Engineering,"['Clock Modulator', 'Quad', 'Sequencer']",8,26.0,50.0,5.0,0.0,215.0,2014,4.38,8.0,Available,1
963,VnIcursal VCA,Złob,"['Mixer', 'Utility', 'VCA']",8,35.0,50.0,30.0,,241.0,2007,4.88,17.0,Available,1
964,Pico MScale,Erica Synths,"['Utility', 'External']",3,25.0,6.0,6.0,,60.0,2006,4.67,6.0,Available,0
965,Mikrophonie,Music Thing Modular,"['External', 'PreAmp', 'Controller']",4,25.0,5.0,0.0,0.0,34.0,2005,4.48,33.0,Available,0
966,Triton,Rossum Electro-Music,['Oscillator'],30,25.0,290.0,270.0,0.0,829.0,2004,4.86,21.0,Available,0
967,Z5000 (WHITE),Tiptop Audio,"['Digital', 'Effect']",8,40.0,100.0,20.0,0.0,199.0,2004,4.5,10.0,Available,0
968,Entity Ultra-Perc,Steady State Fate,"['Drum', 'Dynamics', 'Filter', 'Noise', 'Oscillator', 'Synth Voice', 'Waveshaper']",14,23.0,125.0,125.0,0.0,341.0,2004,5.0,11.0,Available,1
969,Drum Sequencer,Erica Synths,['Sequencer'],42,45.0,152.0,56.0,0.0,600.0,2003,4.72,18.0,Available,1
970,Dual AHDSR,MFB,"['Envelope Generator', 'Dual/Stereo']",12,30.0,30.0,30.0,0.0,99.0,2000,3.59,34.0,Discontinued,0
971,A-125,Doepfer,"['Effect', 'Phase Shifter']",8,65.0,20.0,10.0,0.0,90.0,1999,3.8,15.0,Available,0
972,A-177-2,Doepfer,"['Controller', 'Switch']",4,30.0,10.0,10.0,0.0,55.0,1996,4.56,9.0,Available,0
973,DEMORA,Roland,"['Delay', 'Digital', 'Effect', 'Filter', 'Function Generator']",21,59.0,450.0,0.0,0.0,299.0,1995,4.13,38.0,Discontinued,0
974,Variable Slope VCF,Random*Source,"['Filter', 'Mixer']",14,40.0,40.0,40.0,0.0,310.0,1987,4.83,24.0,Available,0
975,Loquelic Iteritas Percido (Black),Noise Engineering,"['Digital', 'Drum', 'Oscillator', 'Synth Voice']",20,28.0,80.0,5.0,90.0,590.0,1985,5.0,19.0,Available,1
976,A-105-4,Doepfer,"['Filter', 'Quad']",8,50.0,70.0,70.0,0.0,200.0,1982,4.75,4.0,Available,0
977,ADDAC200PI,ADDAC System,"['Dual/Stereo', 'External']",4,30.0,10.0,10.0,0.0,90.0,1980,5.0,6.0,Available,0
978,992,Behringer,"['Attenuator', 'CV Modulation']",8,35.0,10.0,10.0,0.0,44.0,1977,2.22,9.0,Available,0
979,A-134-2,Doepfer,"['VCA', 'Dual/Stereo', 'Panning']",4,45.0,20.0,10.0,0.0,70.0,1975,4.19,16.0,Available,0
980,ADDAC306,ADDAC System,"['Controller', 'Multiple', 'Attenuator', 'Expression', 'CV Modulation']",8,40.0,50.0,50.0,0.0,130.0,1975,4.18,11.0,Available,0
981,Nerdseq - 'More Triggers 16' Expander Black,XOR Electronics,['Expander'],8,40.0,30.0,0.0,0.0,129.0,1974,5.0,10.0,Available,1
982,M185 Sequencer,RYK Modular,"['Sequencer', 'MIDI', 'Clock Generator', 'Controller', 'CV Modulation', 'Function Generator', 'Random']",30,25.0,110.0,10.0,0.0,468.0,1975,4.57,30.0,Available,0
983,Optx,Boredbrain Music,"['CV Modulation', 'Digital', 'External', 'Utility']",8,38.0,78.0,78.0,,305.0,1969,3.64,14.0,Discontinued,1
984,SCM Breakout V2,4ms Company,"['Clock Generator', 'Clock Modulator', 'Expander']",8,26.0,14.0,,,116.0,1967,4.38,16.0,Available,1
985,Atlantix,Intellijel,"['Envelope Generator', 'Filter', 'LFO', 'Noise', 'Oscillator', 'Sample and Hold', 'Synth Voice']",42,25.0,140.0,138.0,,597.0,1966,5.0,12.0,Available,1
986,Echophon (white knobs),Make Noise,"['Delay', 'Effect', 'Pitch Shifter ']",20,30.0,70.0,40.0,0.0,429.0,1965,3.77,13.0,Available,0
987,A-100B4v,Doepfer,['Blank Panel'],4,,,,,6.0,1965,4.33,3.0,Available,0
988,ZVERB (BLACK),Tiptop Audio,"['Digital', 'Effect', 'Reverb']",8,40.0,130.0,20.0,0.0,210.0,1962,4.5,14.0,Available,0
989,Black Output Module v2,Erica Synths,"['Dual/Stereo', 'Mixer', 'Panning', 'Utility', 'External']",14,35.0,52.0,43.0,0.0,260.0,1961,4.55,11.0,Available,0
990,Benjolin V2,After Later Audio,"['Filter', 'LFO', 'Oscillator', 'Random']",20,25.0,65.0,60.0,,378.0,1961,4.25,8.0,Available,0
991,A-149-2,Doepfer,"['Expander', 'Random']",4,35.0,40.0,0.0,0.0,55.0,1960,4.18,22.0,Available,0
992,Castor & Pollux,Winterbloom,['Oscillator'],14,25.0,100.0,35.0,0.0,251.0,1958,4.55,22.0,Available,1
993,Tangrams,Intellijel,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'Function Generator', 'LFO', 'VCA']",14,35.0,66.0,49.0,,204.0,1955,5.0,8.0,Available,1
994,Fourmulator Quad Digital LFO,Vermona,"['LFO', 'Clock Generator', 'Quad']",34,20.0,120.0,20.0,0.0,369.0,1954,4.49,43.0,,0
995,Multiple,Verbos Electronics,['Multiple'],3,,,,,,1952,,,,0
996,A-134-1,Doepfer,"['VCA', 'Panning']",8,40.0,40.0,20.0,0.0,90.0,1953,4.05,19.0,Available,0
997,Tyme Sefari MK II,Industrial Music Electronics,"['Digital', 'Sampling', 'Delay', 'Distortion', 'Pitch Shifter ']",15,42.0,79.0,46.0,0.0,420.0,1948,4.26,27.0,Available,0
998,.mix,STG Soundlabs,['Mixer'],4,55.0,10.0,10.0,0.0,135.0,1942,4.36,25.0,Available,0
999,A-100B8v,Doepfer,['Blank Panel'],8,,,,,7.0,1942,5.0,1.0,Available,0
1000,4x Stereo Mix_black,Happy Nerding,"['Dual/Stereo', 'Mixer', 'Quad']",4,35.0,65.0,50.0,,110.0,1935,4.85,13.0,Available,0
1001,A-152,Doepfer,"['Switch', 'Clock Modulator', 'Logic', 'Sample and Hold', 'Comparator']",16,45.0,40.0,20.0,0.0,139.0,1941,4.83,23.0,Available,0
1002,Sport Modulator 2 (both panels),Toppobrillo,"['Comparator', 'Envelope Follower', 'Frequency Divider', 'LFO', 'Sample and Hold', 'Slew Limiter', 'Dual/Stereo', 'Oscillator']",12,20.0,30.0,20.0,0.0,298.0,1941,4.57,14.0,Available,1
1003,A-110-4,Doepfer,['Oscillator'],8,60.0,90.0,30.0,0.0,140.0,1939,4.2,25.0,Available,0
1004,Furthrrrr Generator (black),Endorphin.es,"['Dual/Stereo', 'Function Generator', 'LFO', 'Noise', 'Oscillator', 'Random']",30,25.0,180.0,215.0,0.0,729.0,1937,4.59,17.0,Available,1
1005,A-147-2v,Doepfer,"['LFO', 'VCA', 'Envelope Generator']",8,55.0,60.0,40.0,0.0,140.0,1934,4.58,19.0,Available,0
1006,Ground Control (black),Endorphin.es,"['MIDI', 'Sequencer', 'Power', 'Clock Generator', 'Controller', 'CV Modulation']",42,25.0,420.0,0.0,0.0,629.0,1929,3.83,12.0,Available,1
1007,μMod II,Intellijel,"['CV Modulation', 'Logic', 'Ring Modulator', 'VCA', 'Waveshaper']",6,35.0,41.0,41.0,0.0,150.0,1926,4.2,30.0,Discontinued,0
1008,LxD (Black and Gold),Make Noise,"['Filter', 'Low Pass Gate', 'VCA', 'Dual/Stereo']",4,36.0,20.0,20.0,0.0,98.0,1926,4.14,7.0,Available,0
1009,Dual Drive,Erica Synths,"['Distortion', 'Effect', 'Waveshaper']",10,40.0,52.0,52.0,0.0,200.0,1925,4.43,7.0,Available,1
1010,A-110-4 SE,Doepfer,['Oscillator'],8,60.0,90.0,30.0,0.0,140.0,1923,4.5,18.0,Available,0
1011,Overseer,WMD,"['Filter', 'Dual/Stereo']",8,40.0,100.0,100.0,,249.0,1922,4.67,6.0,Discontinued,0
1012,RF Nomad,Evaton Technologies,"['Oscillator', 'Noise']",8,42.0,10.0,10.0,0.0,161.0,1921,3.9,21.0,Available,1
1013,nRings (black panel),Michigan Synth Works,['Oscillator'],8,,120.0,5.0,0.0,246.0,1919,4.38,13.0,Available,0
1014,Pico VCF3,Erica Synths,['Filter'],3,35.0,20.0,20.0,0.0,90.0,1917,4.18,11.0,,1
1015,Disting mk4 (Rubadub Special Edition),Expert Sleepers,"['Delay', 'Effect', 'LFO', 'Oscillator', 'Quantizer', 'Sampling', 'Utility', 'Waveshaper']",4,42.0,51.0,19.0,0.0,189.0,1915,4.36,11.0,Available,0
1016,Euclidean Circles & Expander (proper panel),vpme.de,"['Random', 'Sequencer', 'Switch', 'Utility', 'Clock Modulator']",12,25.0,0.0,0.0,70.0,300.0,1914,4.85,13.0,Available,0
1017,VICTOR,Behringer,['Oscillator'],14,17.0,110.0,7.0,0.0,99.0,1913,3.04,23.0,Available,0
1018,A-138p,Doepfer,['Mixer'],16,40.0,,,,135.0,1909,4.45,11.0,Available,0
1019,Delay (Black Panel),2hp,"['Delay', 'Effect']",2,47.0,72.0,28.0,0.0,116.0,1904,3.25,4.0,Available,1
1020,Planar,Intellijel,"['CV Modulation', 'Mixer', 'Panning', 'Quad', 'VCA', 'Controller']",14,38.0,103.0,95.0,0.0,359.0,1902,4.56,48.0,Discontinued,0
1021,Mini Drive,Music Thing Modular,"['Distortion', 'Effect']",4,25.0,39.0,0.0,0.0,65.0,1901,4.22,9.0,Available,0
1022,CLAP,Erica Synths,['Drum'],6,40.0,24.0,12.0,,150.0,1899,4.6,5.0,Available,1
1023,Autodyne,Steady State Fate,"['Distortion', 'Dynamics', 'Effect']",4,23.0,85.0,90.0,,169.0,1896,4.62,8.0,Available,1
1024,Constellation,Acid Rain Technology,"['Clock Generator', 'Clock Modulator', 'Logic', 'Sequencer']",28,25.0,75.0,18.0,0.0,469.0,1896,4.71,7.0,Available,1
1025,Discrete SVVCF,Manhattan Analog,"['Filter', 'Mixer']",14,45.0,30.0,30.0,0.0,269.0,1895,4.66,44.0,Available,0
1026,Noise & Filter,Verbos Electronics,"['Filter', 'Noise']",4,27.0,85.0,40.0,0.0,110.0,1890,4.44,9.0,Available,0
1027,Foundation Oscillator,Verbos Electronics,"['Oscillator', 'Waveshaper']",12,,70.0,62.0,,470.0,1888,3.94,18.0,Available,0
1028,Mutant Snare,Hexinverter Électronique,"['Drum', 'Noise']",13,30.0,50.0,50.0,0.0,222.0,1886,4.46,13.0,Available,1
1029,PE-1,ALM Busy Circuits,"['Equalizer', 'Mixer']",5,32.0,10.0,10.0,0.0,98.0,1881,4.0,7.0,Available,0
1030,Enhance 2,Joranalogue Audio Design,"['Dual/Stereo', 'Panning']",8,30.0,70.0,70.0,0.0,215.0,1879,4.58,12.0,Available,1
1031,ADSR,Synthrotek,['Envelope Generator'],4,40.0,30.0,0.0,0.0,112.0,1876,4.09,22.0,,1
1032,Quad LFO,Modcan,"['LFO', 'Quad']",18,26.0,40.0,10.0,0.0,595.0,1875,4.63,27.0,Discontinued,0
1033,Loquelic Iteritas Percido,Noise Engineering,"['Drum', 'Synth Voice', 'Digital', 'Oscillator']",20,28.0,80.0,5.0,90.0,590.0,1865,4.96,25.0,Available,1
1034,Space FX,Behringer,"['Effect', 'Delay', 'Distortion', 'Filter', 'Pitch Shifter ', 'Reverb', 'Digital', 'Phase Shifter']",14,30.0,90.0,25.0,,99.0,1865,1.96,28.0,Available,0
1035,WL Multiple,Dreadbox,['Multiple'],2,22.0,,,,29.0,1861,4.08,13.0,Discontinued,0
1036,A-183-3,Doepfer,"['Attenuator', 'Utility']",4,20.0,20.0,10.0,0.0,40.0,1860,4.28,18.0,Available,0
1037,NerdSEQ CV16 Expander Black,XOR Electronics,['Expander'],8,24.0,75.0,35.0,0.0,169.0,1855,5.0,5.0,Available,0
1038,PM Channels (Black),WMD,['Expander'],10,45.0,120.0,120.0,0.0,210.0,1854,5.0,6.0,Discontinued,0
1039,Mod Medusa,Shakmat,"['LFO', 'Quad', 'Sequencer']",12,21.0,60.0,20.0,,309.0,1854,4.69,29.0,Available,1
1040,Stolperbeats,Making Sound Machines,"['Drum', 'Sequencer']",26,35.0,280.0,13.0,0.0,428.0,1854,4.62,16.0,Available,0
1041,C - Channel,Frap Tools,"['CV Modulation', 'Mixer', 'Utility', 'VCA', 'Panning']",6,43.0,80.0,80.0,0.0,199.0,1847,5.0,11.0,Discontinued,1
1042,EG,2hp,['Envelope Generator'],2,42.0,26.0,7.0,0.0,98.0,1847,3.62,13.0,Available,1
1043,CP,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1846,4.67,9.0,Available,0
1044,Buchla 296t,Tiptop Audio,"['Dual/Stereo', 'Effect', 'Envelope Follower', 'Filter']",52,52.0,360.0,350.0,,766.0,1846,5.0,2.0,Available,0
1045,uLFO,Bubblesound Instruments,"['LFO', 'Oscillator']",14,60.0,60.0,50.0,,225.0,1845,4.09,33.0,,0
1046,M3,Pittsburgh Modular,"['Mixer', 'Multiple', 'TrueGrid']",4,20.0,20.0,20.0,,65.0,1840,3.89,19.0,Discontinued,0
1047,Triple Wave Folder,Toppobrillo,"['Waveshaper', 'CV Modulation', 'Distortion', 'Effect']",15,38.0,10.0,10.0,0.0,289.0,1836,4.51,45.0,Discontinued,0
1048,ADDAC213B,ADDAC System,"['Multiple', 'Utility']",3,25.0,,,,90.0,1835,5.0,4.0,Available,0
1049,860 MK2,System80,"['Filter', 'Mixer']",10,32.0,40.0,30.0,0.0,241.0,1835,5.0,7.0,Available,1
1050,Black Quad VCA,Erica Synths,"['Mixer', 'Quad', 'VCA']",10,25.0,38.0,32.0,,229.0,1832,4.29,7.0,Discontinued,0
1051,Cascade,Fonitronik,"['Attenuator', 'Mixer', 'Polarizer', 'Utility', 'Distortion']",4,66.0,28.0,23.0,0.0,75.0,1829,4.55,22.0,Available,0
1052,Drezno,Xaoc Devices,"['Comparator', 'CV Modulation', 'Distortion', 'Frequency Divider', 'Logic', 'Quantizer', 'Sample and Hold', 'Waveshaper']",12,20.0,50.0,35.0,,260.0,1831,4.65,17.0,Discontinued,1
1053,Black Stereo Delay,Erica Synths,"['Delay', 'Dual/Stereo']",16,35.0,162.0,62.0,0.0,310.0,1824,4.5,10.0,Available,1
1054,Modbox,Steady State Fate,"['LFO', 'Sample and Hold', 'Noise', 'Oscillator', 'Random', 'Dual/Stereo']",6,40.0,75.0,27.0,,185.0,1828,4.57,21.0,Discontinued,1
1055,SCOOPER,Roland,"['Digital', 'Effect', 'Envelope Follower', 'Looper']",21,40.0,450.0,0.0,0.0,299.0,1826,4.17,18.0,Discontinued,0
1056,Dual LFO,MFB,"['Dual/Stereo', 'LFO', 'Random']",8,21.0,30.0,30.0,0.0,129.0,1825,4.1,39.0,Discontinued,0
1057,FEG,Rides in the Storm,"['Envelope Generator', 'LFO']",4,25.0,30.0,20.0,0.0,60.0,1823,4.09,11.0,Available,1
1058,Multifilter,Toppobrillo,"['Filter', 'LFO', 'Oscillator']",12,35.0,25.0,25.0,0.0,250.0,1818,4.43,28.0,Discontinued,0
1059,Tea Kick,Bastl Instruments,['Drum'],5,35.0,15.0,15.0,,109.0,1816,4.16,19.0,,1
1060,A-183-9,Doepfer,"['Power', 'Quad', 'Utility']",2,30.0,0.0,0.0,1000.0,50.0,1816,3.0,9.0,Available,0
1061,ER-301: Sound Computer (People's Choice),Orthogonal Devices,"['Digital', 'Sampling']",30,30.0,250.0,30.0,,850.0,1814,5.0,16.0,Available,0
1062,Plague Bearer PB-1E,Flight of Harmony,"['Distortion', 'Effect', 'Equalizer', 'Filter', 'Multiple', 'Noise', 'Oscillator', 'Waveshaper']",8,30.0,7.0,4.0,0.0,107.0,1810,4.15,34.0,Available,0
1063,Radio Music,Thonk,"['Drum', 'Sampling']",4,40.0,50.0,9.0,0.0,103.0,1810,4.4,10.0,Available,0
1064,CP35 Attenuators,Behringer,"['Attenuator', 'Dual/Stereo', 'Multiple', 'Quad']",21,35.0,1.0,1.0,0.0,66.0,1806,1.5,6.0,Available,0
1065,CYMBL909,Tiptop Audio,['Drum'],8,46.0,60.0,40.0,0.0,190.0,1806,4.12,8.0,Available,1
1066,Osc,2hp,['Oscillator'],2,42.0,34.0,35.0,0.0,134.0,1804,3.88,8.0,Discontinued,1
1067,Black Blind panel 14HP,Erica Synths,['Blank Panel'],14,,,,,7.0,1806,,,Available,0
1068,FH-1 'faderHost',Expert Sleepers,"['Controller', 'MIDI', 'Sequencer', 'Clock Generator', 'Clock Modulator', 'Digital']",8,43.0,64.0,27.0,0.0,249.0,1805,4.3,10.0,Discontinued,0
1069,Black Dual EG/LFO,Erica Synths,"['Envelope Generator', 'Function Generator', 'LFO', 'Dual/Stereo']",10,25.0,25.0,15.0,0.0,219.0,1805,4.33,6.0,Discontinued,0
1070,Lifeforms System Interface,Pittsburgh Modular,['Mixer'],24,24.0,157.0,83.0,0.0,222.0,1797,3.53,17.0,Available,1
1071,Div (Black Panel),2hp,"['Clock Modulator', 'Digital', 'Dual/Stereo', 'Utility']",2,42.0,30.0,3.0,0.0,98.0,1796,4.08,12.0,Available,1
1072,E355 Morphing Dual LFO,Synthesis Technology,"['LFO', 'Dual/Stereo', 'Oscillator', 'Digital', 'CV Modulation']",14,40.0,32.0,12.0,0.0,289.0,1794,4.49,43.0,Discontinued,0
1073,100 Grit,Schlappi Engineering,"['Distortion', 'Filter', 'VCA']",14,25.0,55.0,70.0,0.0,234.0,1793,4.71,17.0,Available,1
1074,Vice Virga,Noise Engineering,"['Switch', 'Utility']",8,21.0,40.0,20.0,0.0,278.0,1792,5.0,9.0,Available,1
1075,Four Bricks Rook,Shakmat,"['Quad', 'Sequencer', 'Drum']",16,26.0,20.0,20.0,30.0,320.0,1789,4.73,33.0,Available,1
1076,Ghost (silver),Endorphin.es,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Filter', 'Reverb']",16,26.0,135.0,35.0,0.0,475.0,1790,5.0,2.0,Available,1
1077,Axon-2,ALM Busy Circuits,"['Controller', 'CV Modulation', 'Expander']",8,38.0,10.0,,,170.0,1784,5.0,4.0,Available,0
1078,Vector Space,WORNG Electronics,"['CV Modulation', 'Mixer', 'Polarizer']",20,25.0,150.0,120.0,0.0,250.0,1783,4.12,8.0,Available,1
1079,HH,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1783,4.67,9.0,Available,0
1080,Numeric Repetitor,Noise Engineering,"['Clock Generator', 'Clock Modulator', 'Quad', 'Sequencer']",8,26.0,50.0,5.0,0.0,215.0,1781,4.69,16.0,,1
1081,Freez (Black Panel),2hp,"['Effect', 'Sampling']",2,42.0,95.0,27.0,0.0,115.0,1777,3.0,4.0,Discontinued,1
1082,Play,2hp,"['Digital', 'Drum', 'Sampling']",2,42.0,85.0,3.0,0.0,133.0,1777,3.43,7.0,Available,1
1083,Sono Abitus,Noise Engineering,['Utility'],4,39.0,50.0,50.0,0.0,221.0,1777,4.6,5.0,Available,1
1084,Pulsar,Qu-Bit Electronix,"['Clock Generator', 'Clock Modulator', 'Quad', 'Random']",14,34.0,125.0,2.0,,274.0,1774,3.71,14.0,Available,1
1085,Crush Delay v3,Befaco,"['Delay', 'Digital', 'Noise', 'VCA']",11,30.0,115.0,65.0,0.0,200.0,1774,4.1,10.0,Available,1
1086,Brst,2hp,['Clock Modulator'],2,42.0,26.0,7.0,0.0,80.0,1771,3.67,12.0,Available,1
1087,Mixwitch,Klavis,"['Attenuator', 'Mixer', 'Polarizer', 'Switch']",8,25.0,39.0,24.0,0.0,149.0,1770,4.66,32.0,Available,0
1088,Pro-1,Behringer,"['Filter', 'Oscillator', 'Synth Voice', 'MIDI']",80,30.0,670.0,0.0,0.0,329.0,1770,3.7,20.0,Available,0
1089,Triatt (old panel),Intellijel,"['Attenuator', 'CV Modulation', 'Polarizer', 'Utility']",6,24.0,16.0,14.0,0.0,80.0,1768,4.81,16.0,Discontinued,1
1090,Resonate,After Later Audio,"['Effect', 'Oscillator', 'Synth Voice']",14,25.0,110.0,5.0,,218.0,1768,4.33,3.0,Available,0
1091,A-142-4,Doepfer,"['Envelope Generator', 'Quad']",8,50.0,30.0,10.0,0.0,100.0,1762,4.61,23.0,Available,0
1092,Cockpit 2 (black),Endorphin.es,"['Dual/Stereo', 'Mixer', 'Dynamics', 'Attenuator', 'Quad', 'Utility', 'VCA']",6,38.0,75.0,40.0,0.0,199.0,1760,4.12,8.0,Available,1
1093,Nearness v3,Takaab,"['Mixer', 'Panning', 'External']",2,36.0,25.0,25.0,0.0,50.0,1760,4.64,14.0,Available,1
1094,SYSTEM-500 572,Roland,"['Delay', 'LFO', 'Phase Shifter', 'Effect']",16,58.0,110.0,90.0,0.0,299.0,1759,3.3,10.0,Available,0
1095,Micro Sequence,Pittsburgh Modular,"['Digital', 'Sequencer']",10,24.0,56.0,8.0,0.0,199.0,1750,4.56,9.0,Discontinued,0
1096,Nano Rand v2,Qu-Bit Electronix,"['Digital', 'Noise', 'Random', 'Sample and Hold']",4,,60.0,17.0,0.0,224.0,1750,4.2,5.0,Available,1
1097,Quad LFO,Malekko Heavy Industry,"['LFO', 'Quad', 'Sequencer', 'Clock Generator', 'Noise', 'Random', 'Utility']",12,26.0,85.0,17.0,0.0,299.0,1747,4.56,9.0,Available,0
1098,BAMBUK 4HP - Bamboo Blind Panel,Tsyklon Labs,['Blank Panel'],4,,,,,4.0,1746,2.0,1.0,Discontinued,1
1099,Buchla 207t,Tiptop Audio,"['Mixer', 'PreAmp', 'Panning']",28,28.0,90.0,85.0,0.0,269.0,1746,5.0,1.0,Available,0
1100,A-132-4,Doepfer,"['VCA', 'Quad']",6,60.0,30.0,20.0,0.0,100.0,1745,4.26,19.0,Available,0
1101,LPG,Erica Synths,"['Dynamics', 'Filter', 'Low Pass Gate', 'VCA']",3,34.0,12.0,13.0,0.0,110.0,1743,4.88,8.0,Available,1
1102,Black Blank,2hp,['Blank Panel'],2,,,,,4.0,1744,1.0,1.0,Available,1
1103,S-180 8-Step Sequencer,Ladik,['Sequencer'],4,48.0,20.0,20.0,,70.0,1741,4.73,11.0,Available,0
1104,MA35 VCF / A (multiple panels),Manhattan Analog,"['Filter', 'VCA']",12,45.0,6.0,6.0,0.0,200.0,1740,4.43,44.0,Available,0
1105,Nerdseq Grey Aluminium Front,XOR Electronics,"['CV Modulation', 'Sampling', 'Sequencer', 'Envelope Generator', 'LFO', 'Oscillator', 'Synth Voice']",32,20.0,150.0,32.0,0.0,598.0,1738,4.96,26.0,Available,0
1106,uJove,Plum Audio,['Filter'],8,20.0,28.0,28.0,0.0,220.0,1738,4.3,10.0,Available,1
1107,Black Spring Reverb,Erica Synths,['Reverb'],12,30.0,43.0,71.0,0.0,270.0,1738,4.75,4.0,Available,0
1108,Clouds,After Later Audio,"['Delay', 'Digital', 'Effect', 'Pitch Shifter ', 'Sampling']",18,,120.0,10.0,,156.0,1733,3.29,7.0,Available,0
1109,Quadra Expander mk2,Intellijel,"['Envelope Generator', 'Expander', 'CV Modulation', 'Quad']",12,,32.0,28.0,0.0,116.0,1732,4.5,20.0,,1
1110,Polivoks VCF,Erica Synths,['Filter'],8,55.0,10.0,10.0,0.0,60.0,1727,4.24,29.0,,1
1111,Qex,vpme.de,['Expander'],4,,25.0,10.0,,,1727,4.0,3.0,Available,1
1112,AXON-1,ALM Busy Circuits,['Expander'],4,38.0,40.0,0.0,0.0,130.0,1715,5.0,2.0,Available,0
1113,Teleplexer,Make Noise,"['Controller', 'Mixer', 'Polarizer', 'Switch']",8,24.0,20.0,20.0,0.0,108.0,1713,3.53,19.0,Discontinued,1
1114,S-090  Dual probability skipper,Ladik,"['Clock Modulator', 'Dual/Stereo', 'Random']",4,40.0,25.0,0.0,0.0,64.0,1710,4.5,12.0,Available,0
1115,VCO (Black Panel),2hp,"['LFO', 'Oscillator']",2,42.0,27.0,24.0,0.0,121.0,1710,3.88,8.0,Available,1
1116,Quad VCF/VCA,Sputnik Modular,"['Low Pass Gate', 'Filter', 'Mixer', 'VCA', 'Quad']",18,28.0,50.0,70.0,0.0,335.0,1708,4.42,24.0,Discontinued,0
1117,2LPG v1,Takaab,"['Low Pass Gate', 'Dual/Stereo', 'VCA']",3,27.0,,,,32.0,1707,4.47,19.0,Available,1
1118,Chance (Black Panel),Qu-Bit Electronix,"['Clock Generator', 'CV Modulation', 'Noise', 'Random']",14,34.0,45.0,17.0,0.0,267.0,1707,4.75,4.0,Available,1
1119,SN,Prok Modular,"['Digital', 'Drum']",4,40.0,75.0,8.0,0.0,105.0,1707,4.4,10.0,Available,0
1120,ER-101 (nostalgia),Orthogonal Devices,"['Quad', 'Sequencer']",26,20.0,120.0,0.0,0.0,690.0,1706,4.68,22.0,Discontinued,0
1121,2HP TRS-A Midi Expander,XOR Electronics,['Expander'],2,15.0,,,,,1704,4.83,6.0,Available,0
1122,Pico BBD,Erica Synths,['Delay'],3,35.0,20.0,9.0,,115.0,1703,4.0,6.0,,1
1123,AI008 Eurorack Matrix Mixer,AI Synthesis,"['Mixer', 'Multiple', 'Panning', 'Quad', 'Utility']",10,35.0,17.0,17.0,0.0,112.0,1702,4.25,12.0,Available,1
1124,Springray,Intellijel,"['Effect', 'Reverb']",10,42.0,34.0,44.0,0.0,186.0,1700,4.14,21.0,Discontinued,0
1125,Maths v2 (Grayscale black panel),Grayscale,"['Clock Generator', 'CV Modulation', 'Envelope Generator', 'LFO', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,261.0,1700,4.85,13.0,Available,1
1126,Contour (blue knobs),Make Noise,"['Clock Generator', 'Envelope Generator', 'Function Generator', 'LFO']",8,24.0,38.0,17.0,,119.0,1700,4.33,12.0,Discontinued,0
1127,AT-AT-AT,Thonk,['Attenuator'],4,,,,,26.0,1699,4.12,17.0,Available,0
1128,A-156v,Doepfer,"['Dual/Stereo', 'Quantizer']",8,55.0,50.0,10.0,,135.0,1699,3.82,11.0,Available,0
1129,Pique (uPeaks),After Later Audio,"['Digital', 'Drum', 'Envelope Generator', 'Function Generator', 'LFO', 'Sequencer']",4,15.0,80.0,1.0,,149.0,1699,4.18,11.0,Available,0
1130,Unity (Black Panel),2hp,['Mixer'],2,42.0,10.0,6.0,0.0,89.0,1696,2.33,3.0,Available,1
1131,Mini Slew,Steady State Fate,"['Slew Limiter', 'Function Generator', 'Envelope Follower', 'Envelope Generator', 'LFO', 'Frequency Divider']",8,25.0,68.0,50.0,0.0,179.0,1695,4.48,29.0,Discontinued,1
1132,Euclidean Circles,vpme.de,"['Clock Modulator', 'Frequency Divider', 'Sequencer', 'Random', 'Utility']",10,25.0,0.0,0.0,70.0,,1693,4.94,18.0,,1
1133,Athrú,Instruō,"['Distortion', 'Waveshaper']",4,,30.0,30.0,,218.0,1693,4.0,10.0,Available,0
1134,Blender,Steady State Fate,"['Dynamics', 'Mixer', 'Panning']",6,25.0,20.0,20.0,0.0,165.0,1692,4.33,18.0,Discontinued,0
1135,A-108,Doepfer,['Filter'],12,75.0,40.0,40.0,0.0,150.0,1690,4.47,15.0,Available,0
1136,DIY Polivoks VCF II,Erica Synths,['Filter'],10,30.0,11.0,11.0,,80.0,1690,4.55,11.0,Available,1
1137,Sofia,Xaoc Devices,"['LFO', 'Oscillator', 'Dual/Stereo']",24,30.0,90.0,80.0,0.0,490.0,1689,4.87,23.0,Available,1
1138,Tiptop & Buchla 2HP Blank Panel,Tiptop Audio,['Blank Panel'],2,,,,,10.0,1689,,,Available,0
