,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
0,Plaits,Mutable instruments,"['Noise', 'Oscillator', 'Synth Voice', 'Drum', 'Digital']",12,25.0,50.0,5.0,0.0,250.0,62576,4.57,354.0,Discontinued,0
1,Pamela's NEW Workout,ALM Busy Circuits,"['Clock Generator', 'Digital', 'LFO', 'Clock Modulator', 'Random', 'Sequencer', 'Envelope Generator', 'Quantizer']",8,22.0,50.0,1.0,0.0,279.0,55760,4.76,382.0,Discontinued,0
2,Morphagene,Make Noise,"['Sampling', 'Delay', 'Digital', 'Dual/Stereo', 'Envelope Follower', 'Looper']",20,30.0,165.0,20.0,0.0,569.0,49191,4.63,218.0,Available,1
3,Maths,Make Noise,"['Attenuator', 'CV Modulation', 'Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,268.0,49115,4.75,562.0,,1
4,Disting mk4,Expert Sleepers,"['Effect', 'Quantizer', 'Utility', 'LFO', 'Oscillator', 'Delay', 'Waveshaper', 'Sampling']",4,42.0,51.0,19.0,0.0,189.0,48147,4.48,266.0,Available,0
5,Maths (white knobs),Make Noise,"['Attenuator', 'CV Modulation', 'Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,319.0,44665,4.69,177.0,Available,0
6,Rings,Mutable instruments,"['External', 'Oscillator', 'Filter']",14,25.0,120.0,5.0,0.0,299.0,42303,4.67,309.0,Discontinued,1
7,Quad VCA,Intellijel,"['Mixer', 'VCA', 'Quad']",12,29.0,65.0,65.0,0.0,189.0,41750,4.63,206.0,Available,1
8,Mimeophon,Make Noise,"['Delay', 'Effect', 'Dual/Stereo', 'Digital', 'Looper', 'Reverb']",16,30.0,100.0,10.0,0.0,399.0,39066,4.52,167.0,Available,1
9,Clouds,Mutable instruments,"['Effect', 'Delay', 'Digital', 'Pitch Shifter ', 'Sampling']",18,25.0,120.0,10.0,0.0,299.0,37019,4.44,334.0,Discontinued,1
10,Beads,Mutable instruments,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Random', 'Reverb']",14,25.0,100.0,10.0,,299.0,35367,4.66,157.0,Discontinued,1
11,ochd,DivKid,"['CV Modulation', 'LFO']",4,32.0,80.0,80.0,0.0,165.0,35235,4.75,163.0,Available,1
12,Batumi,Xaoc Devices,"['Clock Generator', 'LFO', 'Quad', 'Random']",10,45.0,45.0,15.0,0.0,280.0,30918,4.71,263.0,Available,1
13,Buff Mult,Intellijel,"['Multiple', 'Dual/Stereo', 'TrueGrid']",2,39.0,4.0,17.0,0.0,80.0,30785,4.5,113.0,Available,1
14,Marbles,Mutable instruments,"['Sequencer', 'Clock Generator', 'Clock Modulator', 'Quantizer', 'Random', 'Digital']",18,25.0,80.0,20.0,0.0,299.0,27777,4.69,217.0,Discontinued,0
15,uZeus,Tiptop Audio,['Power'],4,34.0,,,,80.0,27708,4.35,108.0,Available,1
16,Richter Wogglebug 2014,Make Noise,"['Random', 'Clock Generator', 'Oscillator', 'Ring Modulator', 'Sample and Hold', 'Slew Limiter']",10,24.0,50.0,40.0,0.0,224.0,27257,4.41,167.0,,1
17,Pressure Points,Make Noise,"['Controller', 'Sequencer']",20,24.0,20.0,0.0,0.0,195.0,26002,4.41,176.0,,1
18,A-124 SE,Doepfer,['Filter'],8,45.0,30.0,10.0,0.0,85.0,24934,4.49,166.0,Available,0
19,QPAS,Make Noise,"['Filter', 'VCA', 'Dual/Stereo', 'Quad']",18,30.0,166.0,190.0,0.0,341.0,24888,4.49,112.0,Available,1
20,Pamela's PRO Workout,ALM Busy Circuits,"['Clock Generator', 'Clock Modulator', 'Function Generator', 'LFO', 'Sequencer', 'Digital', 'Quantizer', 'Random']",8,32.0,60.0,10.0,0.0,318.0,24504,4.89,94.0,Available,0
21,Pico DSP,Erica Synths,"['Delay', 'Distortion', 'Effect', 'Panning', 'Reverb']",3,35.0,82.0,20.0,,120.0,24289,4.26,94.0,Available,1
22,Stages,Mutable instruments,"['CV Modulation', 'Envelope Generator', 'LFO', 'Sample and Hold', 'Sequencer', 'Slew Limiter']",14,25.0,80.0,20.0,0.0,299.0,23605,4.58,160.0,Discontinued,0
23,RackBrute 6UPower,Arturia,['Power'],5,80.0,,,,300.0,23184,4.47,49.0,Available,0
24,Ears,Mutable instruments,"['Controller', 'Envelope Follower', 'External', 'PreAmp']",4,25.0,5.0,5.0,0.0,99.0,22671,4.59,123.0,Discontinued,0
25,Zadar,Xaoc Devices,"['CV Modulation', 'Digital', 'Envelope Generator', 'Function Generator', 'LFO', 'Quad']",10,,90.0,40.0,,310.0,22501,4.52,128.0,Available,1
26,Links,Mutable instruments,"['Multiple', 'Mixer']",4,20.0,15.0,15.0,0.0,69.0,21128,4.5,151.0,Discontinued,1
27,A-140,Doepfer,"['Envelope Generator', 'TrueGrid']",8,50.0,20.0,20.0,0.0,74.0,20855,4.13,111.0,Available,0
28,Moog Mother-32,Moog Music Inc.,"['Synth Voice', 'Clock Generator', 'MIDI', 'Sequencer']",60,26.0,230.0,0.0,0.0,540.0,20788,4.59,252.0,Available,0
29,Basimilus Iteritas Alter (Black),Noise Engineering,"['Drum', 'Oscillator']",10,28.0,80.0,5.0,90.0,359.0,20637,4.65,84.0,Discontinued,1
30,Dixie II+,Intellijel,"['LFO', 'Oscillator']",8,40.0,70.0,60.0,0.0,225.0,20296,4.62,117.0,Available,1
31,disting EX,Expert Sleepers,"['Effect', 'MIDI', 'Sampling', 'Utility', 'Drum', 'Function Generator', 'Quantizer', 'Synth Voice']",8,50.0,229.0,50.0,0.0,398.0,19571,4.43,88.0,Available,0
32,Pico DRUMS,Erica Synths,"['Drum', 'Sampling']",3,35.0,35.0,4.0,0.0,120.0,18893,4.25,81.0,,1
33,Plonk,Intellijel,"['Digital', 'Oscillator', 'Noise', 'Drum']",12,38.0,170.0,6.0,0.0,314.0,18872,4.43,99.0,Available,1
34,Mixup,Intellijel,"['Mixer', 'Multiple', 'Utility', 'Dual/Stereo']",6,29.0,15.0,16.0,0.0,99.0,18866,4.61,67.0,Available,0
35,A-180-2 Multiples,Doepfer,"['Multiple', 'Utility', 'Dual/Stereo']",2,18.0,,,,35.0,18619,4.2,60.0,Available,0
36,Magneto,Strymon,"['Delay', 'Dual/Stereo', 'Effect', 'Reverb', 'Sampling', 'Looper']",28,41.0,210.0,210.0,0.0,649.0,18045,4.68,92.0,Available,0
37,MATHS (black panel),Make Noise,"['Attenuator', 'CV Modulation', 'Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,325.0,17525,4.51,43.0,Available,0
38,Quadrax,Intellijel,"['Envelope Generator', 'Function Generator', 'Quad', 'LFO', 'Clock Generator', 'CV Modulation']",14,38.0,106.0,9.0,,332.0,17511,4.64,81.0,Available,1
39,Basimilus Iteritas Alter,Noise Engineering,"['Drum', 'Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,17254,4.65,172.0,Discontinued,1
40,Peaks,Mutable instruments,"['Drum', 'Envelope Generator', 'LFO', 'Delay', 'Sequencer', 'Dual/Stereo']",8,20.0,60.0,2.0,0.0,179.0,16916,4.48,213.0,Discontinued,1
41,Ripples,Mutable instruments,"['Filter', 'VCA', 'Oscillator']",8,20.0,35.0,35.0,0.0,175.0,16887,4.47,149.0,Discontinued,1
42,Optomix rev2 2016,Make Noise,"['Dual/Stereo', 'Filter', 'Low Pass Gate', 'Mixer', 'VCA', 'Envelope Generator']",8,24.0,25.0,25.0,0.0,199.0,16791,4.39,93.0,Available,0
43,STO,Make Noise,['Oscillator'],8,30.0,40.0,30.0,0.0,179.0,16738,4.42,134.0,,1
44,Veils (2020),Mutable instruments,"['Mixer', 'Quad', 'Utility', 'VCA']",10,10.0,50.0,50.0,0.0,179.0,16278,4.68,73.0,Discontinued,1
45,THREE SISTERS,Mannequins,"['Filter', 'Mixer', 'Dual/Stereo', 'Equalizer', 'Oscillator']",10,30.0,100.0,93.0,0.0,298.0,16189,4.73,154.0,,1
46,Rene,Make Noise,"['Sequencer', 'Logic']",34,24.0,80.0,0.0,0.0,560.0,15998,4.41,207.0,Discontinued,1
47,Tempi,Make Noise,"['Clock Generator', 'Clock Modulator', 'Controller', 'Dual/Stereo']",10,24.0,46.0,0.0,0.0,242.0,15826,4.19,96.0,Available,1
48,Data Bender,Qu-Bit Electronix,"['Digital', 'Distortion', 'Sampling', 'Dual/Stereo', 'Effect']",14,28.0,58.0,60.0,0.0,359.0,15511,4.5,64.0,Available,1
49,A-151,Doepfer,"['Switch', 'Quad']",4,35.0,20.0,10.0,0.0,60.0,15461,4.62,111.0,Available,0
50,μVCA II,Intellijel,"['Attenuator', 'Dual/Stereo', 'VCA', 'Mixer']",6,35.0,36.0,35.0,0.0,169.0,15425,4.44,154.0,Available,0
51,DFAM - Drummer From Another Mother,Moog Music Inc.,"['Clock Generator', 'Drum', 'Noise', 'Oscillator', 'Sequencer', 'Synth Voice']",60,26.0,230.0,0.0,0.0,565.0,15296,4.65,124.0,Available,0
52,Quadra,Intellijel,"['Envelope Generator', 'LFO', 'Quad', 'Function Generator']",12,38.0,98.0,53.0,0.0,275.0,14836,4.5,131.0,Available,1
53,CP1-A,Behringer,['Power'],4,39.0,,,,65.0,14608,3.9,51.0,Available,0
54,Veils,Mutable instruments,"['VCA', 'Mixer', 'Utility', 'Quad']",12,10.0,50.0,50.0,0.0,179.0,14538,4.54,110.0,Discontinued,1
55,Metropolis,Intellijel,"['Sequencer', 'Clock Modulator', 'Random', 'Clock Generator']",34,45.0,195.0,8.0,0.0,599.0,14475,4.66,152.0,Discontinued,0
56,arbhar,Instruō,"['Oscillator', 'Sampling', 'Effect', 'Delay', 'Digital', 'Dual/Stereo', 'Pitch Shifter ', 'Reverb']",18,42.0,250.0,30.0,0.0,689.0,14449,4.74,69.0,Available,0
57,Optomix,Make Noise,"['Filter', 'Mixer', 'VCA', 'Low Pass Gate', 'Dual/Stereo']",8,24.0,25.0,25.0,0.0,195.0,14274,4.3,178.0,,1
58,Braids (2015),Mutable instruments,"['Digital', 'Oscillator', 'Noise', 'Synth Voice']",16,20.0,100.0,15.0,0.0,349.0,14072,4.56,153.0,Discontinued,1
59,OUT V3,Befaco,"['External', 'Utility']",4,35.0,24.0,26.0,0.0,120.0,13971,4.42,52.0,Available,1
60,ES-9,Expert Sleepers,"['Clock Generator', 'Digital', 'Dual/Stereo', 'External', 'MIDI', 'Mixer']",16,50.0,451.0,133.0,0.0,619.0,13886,4.43,60.0,Available,0
61,Brains,Make Noise,['Sequencer'],4,36.0,10.0,0.0,0.0,105.0,13785,4.31,94.0,Discontinued,1
62,Planar 2,Intellijel,"['Controller', 'CV Modulation', 'Mixer', 'Panning', 'Envelope Generator']",14,40.0,85.0,32.0,0.0,305.0,13635,4.68,71.0,Available,1
63,Tides,Mutable instruments,"['Clock Generator', 'Digital', 'Envelope Generator', 'Frequency Divider', 'Function Generator', 'LFO', 'Oscillator']",14,25.0,50.0,20.0,0.0,229.0,13626,4.67,88.0,Discontinued,1
64,Dual ADSR,Intellijel,"['Dual/Stereo', 'Envelope Generator']",14,38.0,60.0,49.0,0.0,255.0,13626,4.57,128.0,Discontinued,1
65,DPO,Make Noise,"['Dual/Stereo', 'Oscillator', 'Waveshaper', 'LFO']",28,30.0,70.0,70.0,0.0,556.0,13601,4.54,204.0,,1
66,Erbe-Verb,Make Noise,"['Digital', 'Effect', 'Reverb']",20,30.0,149.0,15.0,0.0,452.0,13507,4.61,145.0,Available,1
67,Rene Mk2,Make Noise,"['Controller', 'CV Modulation', 'Quantizer', 'Sequencer', 'Logic']",34,24.0,235.0,0.0,0.0,473.0,13415,4.41,56.0,Available,1
68,A-138b,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,55.0,13237,3.64,101.0,Available,0
69,SYSTEM 100 140 DUAL ENVELOPE/LFO,Behringer,"['Envelope Generator', 'LFO', 'Dual/Stereo']",16,44.0,40.0,40.0,0.0,88.0,13183,3.54,39.0,Available,0
70,1hp Blank,Make Noise,['Blank Panel'],1,,,,,3.0,12900,4.18,28.0,,0
71,A-160-2,Doepfer,"['Clock Modulator', 'Frequency Divider']",4,35.0,50.0,0.0,0.0,100.0,12807,4.5,101.0,Available,0
72,Warps,Mutable instruments,"['Digital', 'Oscillator', 'Ring Modulator', 'VCA', 'Waveshaper', 'Effect']",10,,110.0,5.0,0.0,229.0,12750,4.24,122.0,Discontinued,1
73,Scales,Intellijel,"['Digital', 'Quantizer', 'Sample and Hold', 'Sequencer']",8,39.0,35.0,5.0,,258.0,12732,4.53,43.0,Available,1
74,Desmodus Versio,Noise Engineering,"['Digital', 'Reverb', 'Effect', 'Dual/Stereo']",10,28.0,70.0,70.0,0.0,354.0,12706,4.68,88.0,Available,1
75,Elements,Mutable instruments,"['Digital', 'Synth Voice']",34,25.0,130.0,10.0,0.0,529.0,12689,4.59,149.0,Discontinued,1
76,Ripples (2020),Mutable instruments,"['Filter', 'Oscillator', 'VCA']",8,25.0,35.0,35.0,0.0,169.0,12492,4.7,67.0,Discontinued,1
77,Mult,Intellijel,"['Multiple', 'Dual/Stereo']",2,15.0,,,,27.0,12396,4.35,55.0,Available,1
78,Mix,2hp,"['Attenuator', 'Mixer']",2,42.0,41.0,41.0,0.0,88.0,12247,3.89,36.0,Available,1
79,MANGROVE,Mannequins,['Oscillator'],10,30.0,58.0,54.0,0.0,284.0,12097,4.67,128.0,,1
80,Rainmaker,Intellijel,"['Delay', 'Effect', 'Digital', 'Dual/Stereo', 'Filter', 'Oscillator', 'Reverb', 'Clock Generator']",36,44.0,270.0,24.0,0.0,576.0,12062,4.71,95.0,,1
81,Rotating Clock Divider V2,4ms Company,"['Clock Modulator', 'Frequency Divider']",4,35.0,33.0,4.0,0.0,179.0,11887,4.5,96.0,Available,0
82,Rosie,Make Noise,"['Mixer', 'Utility', 'External']",8,29.0,45.0,40.0,0.0,125.0,11805,4.04,85.0,Discontinued,1
83,Kinks,Mutable instruments,"['Logic', 'Sample and Hold', 'Utility', 'Waveshaper', 'Noise']",4,12.0,25.0,25.0,0.0,99.0,11772,4.59,90.0,Discontinued,1
84,Metropolix,Intellijel,"['Clock Generator', 'Controller', 'CV Modulation', 'Digital', 'Envelope Generator', 'Function Generator', 'Sequencer']",34,25.0,95.0,10.0,,536.0,11746,4.77,70.0,Available,1
85,A-124,Doepfer,['Filter'],8,45.0,30.0,10.0,0.0,85.0,11604,4.38,114.0,Available,0
86,Voltage Block,Malekko Heavy Industry,"['CV Modulation', 'Quantizer', 'Sequencer', 'Digital']",20,20.0,120.0,15.0,0.0,418.0,11543,4.39,87.0,Discontinued,0
87,A-119,Doepfer,"['External', 'Envelope Follower', 'PreAmp', 'Controller', 'Comparator']",8,45.0,30.0,20.0,0.0,65.0,11290,3.89,96.0,Available,0
88,921B,Behringer,['Oscillator'],8,42.0,45.0,45.0,0.0,95.0,11187,3.0,16.0,Available,0
89,Belgrad,Xaoc Devices,"['Filter', 'Oscillator']",14,20.0,45.0,42.0,0.0,320.0,11147,4.75,126.0,Available,1
90,uZeus,Tiptop Audio,['Power'],4,34.0,,,,85.0,11072,4.34,118.0,Discontinued,1
91,Clep Diaz,Noise Engineering,"['CV Modulation', 'LFO', 'Random', 'Sequencer']",4,26.0,44.0,10.0,0.0,169.0,11029,4.64,42.0,Available,1
92,ES-8,Expert Sleepers,"['CV Modulation', 'Utility', 'External', 'Controller', 'MIDI']",8,50.0,198.0,52.0,0.0,435.0,10954,4.67,45.0,Available,0
93,A-100B2,Doepfer,['Blank Panel'],2,,,,,3.0,10647,4.69,16.0,Available,0
94,X-Pan,Make Noise,"['Dual/Stereo', 'Mixer', 'Panning', 'VCA']",10,30.0,145.0,110.0,,233.0,10624,4.66,29.0,Available,1
95,C4RBN,WMD,"['Filter', 'Waveshaper', 'Distortion']",4,38.0,92.0,82.0,0.0,268.0,10569,4.72,53.0,Available,0
96,LxD (Low Strike Duo),Make Noise,"['Filter', 'Low Pass Gate', 'Dual/Stereo', 'VCA']",4,36.0,20.0,20.0,0.0,99.0,10406,4.44,91.0,Available,1
97,Function,Make Noise,"['Envelope Generator', 'LFO', 'Sample and Hold', 'Slew Limiter', 'Envelope Follower', 'Function Generator']",8,24.0,30.0,20.0,0.0,144.0,10359,4.47,116.0,,1
98,Grids,Mutable instruments,['Sequencer'],16,20.0,25.0,1.0,0.0,199.0,10348,4.18,117.0,Discontinued,1
99,Yarns,Mutable instruments,"['MIDI', 'Sequencer', 'Oscillator', 'Quad']",12,20.0,60.0,2.0,0.0,299.0,10227,4.43,100.0,Discontinued,1
100,Dixie II,Intellijel,"['LFO', 'Oscillator']",6,37.0,42.0,37.0,0.0,235.0,10097,4.46,113.0,Discontinued,1
101,Mult,Make Noise,"['Multiple', 'Logic']",4,20.0,,,,30.0,10095,3.98,46.0,,1
102,Echophon,Make Noise,"['Delay', 'Pitch Shifter ', 'Effect']",20,30.0,70.0,40.0,0.0,368.0,10054,4.33,126.0,,1
103,Bitbox Micro,1010 Music,"['Sampling', 'Drum', 'Clock Generator', 'Controller', 'Digital', 'Dual/Stereo', 'MIDI']",18,32.0,400.0,0.0,0.0,489.0,10033,4.39,46.0,Available,0
104,Buchla 258t,Tiptop Audio,"['Dual/Stereo', 'Oscillator']",18,45.0,70.0,40.0,0.0,198.0,10028,4.79,29.0,Available,0
105,Tallin,Xaoc Devices,"['Distortion', 'Dual/Stereo', 'VCA']",6,33.0,20.0,20.0,,160.0,9913,4.65,60.0,Available,1
106,Ikarie,Bastl Instruments,"['Envelope Follower', 'Filter', 'Dual/Stereo', 'VCA']",8,35.0,100.0,95.0,0.0,240.0,9883,4.74,47.0,Available,0
107,arbhar expander,Instruō,['Expander'],2,,,,,,9830,4.94,17.0,Available,0
108,A-132-3,Doepfer,"['VCA', 'Dual/Stereo', 'TrueGrid']",8,50.0,30.0,30.0,0.0,100.0,9826,4.1,70.0,Available,0
109,A-160-1,Doepfer,['Clock Modulator'],4,40.0,40.0,0.0,0.0,70.0,9822,3.96,72.0,Available,0
110,Filter 8,Joranalogue Audio Design,['Filter'],12,30.0,75.0,75.0,0.0,325.0,9772,4.68,102.0,Available,1
111,Unity Mixer,Intellijel,"['Mixer', 'Dual/Stereo']",2,29.0,11.0,14.0,0.0,75.0,9767,4.4,52.0,Available,1
112,Rampage,Befaco,"['CV Modulation', 'Envelope Generator', 'Function Generator', 'Envelope Follower', 'Slew Limiter', 'Dual/Stereo', 'Comparator', 'LFO']",18,30.0,110.0,90.0,0.0,260.0,9767,4.63,115.0,,1
113,FX AID_black,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb', 'Dual/Stereo']",4,45.0,80.0,30.0,0.0,199.0,9735,4.49,37.0,Available,0
114,A-148,Doepfer,"['CV Modulation', 'Sample and Hold', 'Dual/Stereo']",4,30.0,20.0,20.0,0.0,65.0,9720,4.17,64.0,Available,0
115,Brains,Behringer,"['Digital', 'Drum', 'Dual/Stereo', 'Oscillator', 'Synth Voice']",16,45.0,130.0,10.0,0.0,129.0,9710,1.69,206.0,Available,0
116,Atlantis,Intellijel,"['Synth Voice', 'Envelope Generator', 'Filter', 'LFO', 'Noise', 'Oscillator']",40,38.0,214.0,196.0,0.0,679.0,9657,4.49,99.0,Available,1
117,QCD: Quad Clock Distributor,4ms Company,"['Clock Generator', 'Clock Modulator', 'CV Modulation', 'Frequency Divider', 'Quad', 'Utility']",10,26.0,48.0,40.0,41.0,249.0,9655,4.53,78.0,Available,0
118,Polaris,Intellijel,"['Distortion', 'Filter', 'Phase Shifter']",10,40.0,60.0,56.0,0.0,204.0,9637,4.48,71.0,,1
119,ONE,Tiptop Audio,"['Sampling', 'Digital', 'Drum', 'CV Modulation']",4,43.0,80.0,8.0,0.0,158.0,9569,4.05,55.0,Available,1
120,Poti,Xaoc Devices,['Expander'],3,20.0,,,,45.0,9528,4.25,52.0,Available,1
121,A-106-5 SEM,Doepfer,['Filter'],8,55.0,20.0,20.0,0.0,80.0,9515,4.29,91.0,Available,0
122,Shapeshifter,Intellijel,"['Oscillator', 'Dual/Stereo', 'Digital', 'LFO', 'Waveshaper', 'Synth Voice']",26,44.0,195.0,50.0,0.0,549.0,9463,4.6,128.0,Available,1
123,Mimetic Digitalis (Black),Noise Engineering,"['CV Modulation', 'Random', 'Sequencer']",10,26.0,58.0,22.0,0.0,314.0,9425,4.58,33.0,Available,1
124,μScale [v2],Intellijel,['Quantizer'],6,24.0,60.0,7.0,0.0,245.0,9413,4.19,94.0,Discontinued,0
125,ROW POWER 40,4ms Company,['Power'],4,28.0,,,,125.0,9405,4.57,44.0,Available,0
126,modDemix 2014,Make Noise,"['Dual/Stereo', 'Mixer', 'Ring Modulator', 'VCA']",6,24.0,30.0,30.0,0.0,130.0,9403,4.0,71.0,,1
127,Mult,2hp,['Multiple'],2,15.0,,,,31.0,9401,3.94,18.0,Available,1
128,A-180-1,Doepfer,['Multiple'],4,10.0,,,,35.0,9358,3.69,35.0,Available,0
129,DATA (BLACK),Mordax,"['Clock Generator', 'Clock Modulator', 'Dual/Stereo', 'LFO', 'Oscillator', 'Quad', 'Tuner', 'Utility']",16,35.0,250.0,60.0,,356.0,9304,4.58,50.0,Available,1
130,Tangle Quartet,ALM Busy Circuits,"['Quad', 'VCA', 'Mixer', 'Attenuator']",8,32.0,80.0,80.0,0.0,198.0,9290,4.43,42.0,Available,0
131,A-100B1,Doepfer,['Blank Panel'],1,,,,,3.0,9270,4.62,16.0,Available,0
132,Z3000 Smart VCO MKII,Tiptop Audio,"['Oscillator', 'Utility', 'LFO', 'Waveshaper', 'TrueGrid']",14,26.0,50.0,25.0,0.0,250.0,9265,4.3,132.0,Available,1
133,A-110,Doepfer,['Oscillator'],10,55.0,90.0,20.0,0.0,150.0,9229,4.03,69.0,Available,0
134,A-145,Doepfer,"['LFO', 'Clock Generator']",8,55.0,30.0,20.0,0.0,65.0,9209,3.87,71.0,Available,0
135,Stmix,Befaco,"['Mixer', 'Dual/Stereo']",6,30.0,8.0,10.0,0.0,149.0,9077,4.22,32.0,Available,1
136,A-118-1,Doepfer,"['Noise', 'Random']",8,40.0,20.0,10.0,0.0,75.0,9017,3.81,80.0,Available,0
137,A-180-9,Doepfer,['Utility'],4,25.0,,,,120.0,8995,4.57,14.0,Available,0
138,A-135-2 Quad VCA / VC Mixer,Doepfer,"['Mixer', 'Quad', 'VCA']",8,45.0,40.0,40.0,0.0,129.0,8848,4.59,29.0,Available,0
139,Mutes,DivKid,"['Controller', 'Expander', 'Expression', 'Multiple', 'Quad', 'Utility']",4,32.0,50.0,,,125.0,8822,4.41,41.0,Available,1
140,"MiniMod Vintage Transistor Core VCO ""Dark Edition""",AJH Synth,['Oscillator'],14,38.0,55.0,40.0,0.0,369.0,8816,4.65,34.0,Available,0
141,Sample Drum,Erica Synths,"['Drum', 'Sampling']",14,25.0,65.0,2.0,0.0,358.0,8808,4.69,35.0,Available,0
142,Bloom,Qu-Bit Electronix,"['Clock Generator', 'Dual/Stereo', 'Random', 'Sequencer']",16,,82.0,0.0,0.0,359.0,8807,4.18,49.0,Available,1
143,StarLab,Strymon,"['Digital', 'Dual/Stereo', 'Effect', 'Reverb', 'Synth Voice', 'Delay']",28,41.0,210.0,210.0,0.0,669.0,8806,4.72,40.0,Available,0
144,Dual Looping Delay,4ms Company,"['Delay', 'Dual/Stereo', 'Effect']",20,25.0,180.0,48.0,,429.0,8802,4.56,78.0,Available,1
145,Mix (Black Panel),2hp,"['Mixer', 'Attenuator']",2,42.0,41.0,41.0,0.0,89.0,8745,3.91,23.0,Available,1
146,MFX,ALM Busy Circuits,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Utility', 'Reverb']",6,32.0,50.0,15.0,0.0,298.0,8736,4.56,27.0,Available,0
147,FH-2 'factotum',Expert Sleepers,"['Clock Generator', 'MIDI', 'Envelope Generator', 'Clock Modulator', 'CV Modulation', 'Noise', 'Random', 'Sequencer']",8,48.0,118.0,48.0,0.0,318.0,8600,4.57,46.0,Available,0
148,SYSTEM 100 112 DUAL VCO,Behringer,"['Dual/Stereo', 'Oscillator']",16,46.0,90.0,70.0,0.0,108.0,8596,3.32,22.0,Available,0
149,Forbidden Planet,Tiptop Audio,"['CV Modulation', 'Effect', 'Filter']",8,30.0,10.0,10.0,,105.0,8585,4.42,33.0,Available,1
150,902,Behringer,['VCA'],8,35.0,50.0,45.0,0.0,52.0,8563,3.31,16.0,Available,0
151,Contour 1,Joranalogue Audio Design,"['Function Generator', 'Slew Limiter']",8,30.0,90.0,85.0,0.0,215.0,8534,4.72,60.0,Available,1
152,RND STEP,DivKid,"['CV Modulation', 'Noise', 'Random', 'Sample and Hold']",4,44.0,67.0,67.0,0.0,184.0,8531,4.68,37.0,Available,1
153,VCA,2hp,"['Dual/Stereo', 'VCA', 'Attenuator']",2,42.0,21.0,26.0,0.0,89.0,8484,3.71,21.0,Available,1
154,Branches,Mutable instruments,"['Random', 'Dual/Stereo']",6,20.0,25.0,1.0,0.0,107.0,8433,4.38,61.0,Discontinued,1
155,Tetrapad,Intellijel,['Controller'],20,19.0,130.0,15.0,0.0,269.0,8347,4.52,54.0,Available,1
156,Harmonic Oscillator,Verbos Electronics,['Oscillator'],32,26.0,120.0,90.0,0.0,699.0,8329,4.67,87.0,Available,0
157,HPO,ALM Busy Circuits,"['External', 'Dual/Stereo']",2,38.0,5.0,5.0,0.0,85.0,8285,4.57,30.0,Available,0
158,System 100 121 Dual VCF,Behringer,"['Filter', 'Dual/Stereo', 'Mixer']",16,39.0,40.0,40.0,0.0,95.0,8274,3.75,28.0,Available,0
159,Assimil8or,Rossum Electro-Music,"['Sampling', 'CV Modulation', 'Digital', 'Drum', 'Dual/Stereo', 'Multiple', 'LFO']",28,25.0,220.0,30.0,0.0,1.119,8249,4.69,64.0,Available,0
160,A-130-2,Doepfer,"['Dual/Stereo', 'VCA']",4,45.0,30.0,30.0,0.0,85.0,8228,4.46,26.0,Available,0
161,A-138a,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,55.0,8116,4.04,47.0,Available,0
162,911,Behringer,['Envelope Generator'],8,35.0,30.0,30.0,0.0,68.0,8102,2.0,7.0,Available,0
163,SYSTEM 100 150 RING MOD/NOISE/ S&H/LFO,Behringer,"['LFO', 'Random', 'Ring Modulator', 'Sample and Hold', 'Clock Modulator', 'Noise']",16,44.0,60.0,50.0,0.0,59.0,8033,3.45,31.0,Available,0
164,FX AID XL_black,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb', 'Filter', 'Dual/Stereo']",6,45.0,80.0,30.0,0.0,245.0,7994,4.64,33.0,Available,0
165,Lúbadh,Instruō,"['Sampling', 'Dual/Stereo', 'Distortion', 'Delay', 'Digital', 'Effect', 'Looper']",20,42.0,250.0,100.0,0.0,688.0,7956,4.8,30.0,Available,0
166,Piston Honda MK III,Industrial Music Electronics,"['Dual/Stereo', 'Oscillator', 'Waveshaper', 'Digital']",17,40.0,145.0,45.0,0.0,505.0,7943,4.7,81.0,Available,0
167,Shades,Mutable instruments,"['Mixer', 'Attenuator', 'Polarizer']",6,20.0,15.0,15.0,0.0,99.0,7927,4.48,83.0,Discontinued,1
168,COLD MAC,Mannequins,"['Logic', 'Utility', 'Envelope Follower', 'Mixer', 'Panning', 'VCA']",8,30.0,65.0,62.0,0.0,200.0,7922,4.68,57.0,,1
