,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
0,Maths,Make Noise,"['Attenuator', 'CV Modulation', 'Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,268.0,122415,4.6,963.0,,1
1,Plaits,Mutable instruments,"['Noise', 'Oscillator', 'Synth Voice', 'Drum', 'Digital']",12,25.0,50.0,5.0,0.0,250.0,62576,4.57,354.0,Discontinued,0
2,Pamela's NEW Workout,ALM Busy Circuits,"['Clock Generator', 'Digital', 'LFO', 'Clock Modulator', 'Random', 'Sequencer', 'Envelope Generator', 'Quantizer']",8,22.0,50.0,1.0,0.0,279.0,55760,4.76,382.0,Discontinued,0
3,Disting mk4,Expert Sleepers,"['Effect', 'Quantizer', 'Utility', 'LFO', 'Oscillator', 'Delay', 'Waveshaper', 'Sampling']",4,42.0,51.0,19.0,0.0,189.0,50411,4.61,278.0,Available,0
4,Morphagene,Make Noise,"['Sampling', 'Delay', 'Digital', 'Dual/Stereo', 'Envelope Follower', 'Looper']",20,30.0,165.0,20.0,0.0,569.0,49191,4.63,218.0,Available,1
5,uZeus,Tiptop Audio,['Power'],4,34.0,,,,80.0,44483,4.51,238.0,Available,1
6,Rings,Mutable instruments,"['External', 'Oscillator', 'Filter']",14,25.0,120.0,5.0,0.0,299.0,42303,4.67,309.0,Discontinued,1
7,Quad VCA,Intellijel,"['Mixer', 'VCA', 'Quad']",12,29.0,65.0,65.0,0.0,189.0,41750,4.63,206.0,Available,1
8,Mimeophon,Make Noise,"['Delay', 'Effect', 'Dual/Stereo', 'Digital', 'Looper', 'Reverb']",16,30.0,100.0,10.0,0.0,399.0,39066,4.52,167.0,Available,1
9,Basimilus Iteritas Alter,Noise Engineering,"['Drum', 'Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,37891,4.65,256.0,Discontinued,1
10,Clouds,Mutable instruments,"['Effect', 'Delay', 'Digital', 'Pitch Shifter ', 'Sampling']",18,25.0,120.0,10.0,0.0,299.0,37019,4.44,334.0,Discontinued,1
11,Beads,Mutable instruments,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Random', 'Reverb']",14,25.0,100.0,10.0,,299.0,35367,4.66,157.0,Discontinued,1
12,ochd,DivKid,"['CV Modulation', 'LFO']",4,32.0,80.0,80.0,0.0,165.0,35235,4.75,163.0,Available,1
13,Batumi,Xaoc Devices,"['Clock Generator', 'LFO', 'Quad', 'Random']",10,45.0,45.0,15.0,0.0,280.0,33994,4.86,274.0,Available,1
14,Buff Mult,Intellijel,"['Multiple', 'Dual/Stereo', 'TrueGrid']",2,39.0,4.0,17.0,0.0,80.0,30785,4.5,113.0,Available,1
15,Marbles,Mutable instruments,"['Sequencer', 'Clock Generator', 'Clock Modulator', 'Quantizer', 'Random', 'Digital']",18,25.0,80.0,20.0,0.0,299.0,27777,4.69,217.0,Discontinued,0
16,Richter Wogglebug 2014,Make Noise,"['Random', 'Clock Generator', 'Oscillator', 'Ring Modulator', 'Sample and Hold', 'Slew Limiter']",10,24.0,50.0,40.0,0.0,224.0,27257,4.41,167.0,,1
17,Zadar,Xaoc Devices,"['CV Modulation', 'Digital', 'Envelope Generator', 'Function Generator', 'LFO', 'Quad']",10,,90.0,40.0,,310.0,26053,4.54,139.0,Available,1
18,Pressure Points,Make Noise,"['Controller', 'Sequencer']",20,24.0,20.0,0.0,0.0,195.0,26002,4.41,176.0,,1
19,A-124 SE,Doepfer,['Filter'],8,45.0,30.0,10.0,0.0,85.0,24934,4.49,166.0,Available,0
20,QPAS,Make Noise,"['Filter', 'VCA', 'Dual/Stereo', 'Quad']",18,30.0,166.0,190.0,0.0,341.0,24888,4.49,112.0,Available,1
21,Pamela's PRO Workout,ALM Busy Circuits,"['Clock Generator', 'Clock Modulator', 'Function Generator', 'LFO', 'Sequencer', 'Digital', 'Quantizer', 'Random']",8,32.0,60.0,10.0,0.0,318.0,24504,4.89,94.0,Available,0
22,STO,Make Noise,['Oscillator'],8,30.0,40.0,30.0,0.0,179.0,24504,4.31,162.0,,1
23,Pico DSP,Erica Synths,"['Delay', 'Distortion', 'Effect', 'Panning', 'Reverb']",3,35.0,82.0,20.0,,120.0,24289,4.26,94.0,Available,1
24,Erbe-Verb,Make Noise,"['Digital', 'Effect', 'Reverb']",20,30.0,149.0,15.0,0.0,452.0,24108,4.45,187.0,Available,1
25,Stages,Mutable instruments,"['CV Modulation', 'Envelope Generator', 'LFO', 'Sample and Hold', 'Sequencer', 'Slew Limiter']",14,25.0,80.0,20.0,0.0,299.0,23605,4.58,160.0,Discontinued,0
26,RackBrute 6UPower,Arturia,['Power'],5,80.0,,,,300.0,23184,4.47,49.0,Available,0
27,Ears,Mutable instruments,"['Controller', 'Envelope Follower', 'External', 'PreAmp']",4,25.0,5.0,5.0,0.0,99.0,22671,4.59,123.0,Discontinued,0
28,DPO,Make Noise,"['Dual/Stereo', 'Oscillator', 'Waveshaper', 'LFO']",28,30.0,70.0,70.0,0.0,556.0,21843,4.47,245.0,,1
29,Links,Mutable instruments,"['Multiple', 'Mixer']",4,20.0,15.0,15.0,0.0,69.0,21128,4.5,151.0,Discontinued,1
30,Mix,2hp,"['Attenuator', 'Mixer']",2,42.0,41.0,41.0,0.0,88.0,20992,3.9,59.0,Available,1
31,A-140,Doepfer,"['Envelope Generator', 'TrueGrid']",8,50.0,20.0,20.0,0.0,74.0,20855,4.13,111.0,Available,0
32,Moog Mother-32,Moog Music Inc.,"['Synth Voice', 'Clock Generator', 'MIDI', 'Sequencer']",60,26.0,230.0,0.0,0.0,540.0,20788,4.59,252.0,Available,0
33,Dixie II+,Intellijel,"['LFO', 'Oscillator']",8,40.0,70.0,60.0,0.0,225.0,20296,4.62,117.0,Available,1
34,FX AID,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb']",4,40.0,80.0,30.0,,199.0,19686,4.64,81.0,Available,0
35,disting EX,Expert Sleepers,"['Effect', 'MIDI', 'Sampling', 'Utility', 'Drum', 'Function Generator', 'Quantizer', 'Synth Voice']",8,50.0,229.0,50.0,0.0,398.0,19571,4.43,88.0,Available,0
36,Pico DRUMS,Erica Synths,"['Drum', 'Sampling']",3,35.0,35.0,4.0,0.0,120.0,18893,4.25,81.0,,1
37,Plonk,Intellijel,"['Digital', 'Oscillator', 'Noise', 'Drum']",12,38.0,170.0,6.0,0.0,314.0,18872,4.43,99.0,Available,1
38,Mixup,Intellijel,"['Mixer', 'Multiple', 'Utility', 'Dual/Stereo']",6,29.0,15.0,16.0,0.0,99.0,18866,4.61,67.0,Available,0
39,A-180-2 Multiples,Doepfer,"['Multiple', 'Utility', 'Dual/Stereo']",2,18.0,,,,35.0,18619,4.2,60.0,Available,0
40,Optomix,Make Noise,"['Filter', 'Mixer', 'VCA', 'Low Pass Gate', 'Dual/Stereo']",8,24.0,25.0,25.0,0.0,195.0,18411,4.27,191.0,,1
41,Magneto,Strymon,"['Delay', 'Dual/Stereo', 'Effect', 'Reverb', 'Sampling', 'Looper']",28,41.0,210.0,210.0,0.0,649.0,18045,4.68,92.0,Available,0
42,Data Bender,Qu-Bit Electronix,"['Digital', 'Distortion', 'Sampling', 'Dual/Stereo', 'Effect']",14,28.0,58.0,60.0,0.0,359.0,17739,4.58,73.0,Available,1
43,Quadrax,Intellijel,"['Envelope Generator', 'Function Generator', 'Quad', 'LFO', 'Clock Generator', 'CV Modulation']",14,38.0,106.0,9.0,,332.0,17511,4.64,81.0,Available,1
44,Peaks,Mutable instruments,"['Drum', 'Envelope Generator', 'LFO', 'Delay', 'Sequencer', 'Dual/Stereo']",8,20.0,60.0,2.0,0.0,179.0,16916,4.48,213.0,Discontinued,1
45,Ripples,Mutable instruments,"['Filter', 'VCA', 'Oscillator']",8,20.0,35.0,35.0,0.0,175.0,16887,4.47,149.0,Discontinued,1
46,Optomix rev2 2016,Make Noise,"['Dual/Stereo', 'Filter', 'Low Pass Gate', 'Mixer', 'VCA', 'Envelope Generator']",8,24.0,25.0,25.0,0.0,199.0,16791,4.39,93.0,Available,0
47,Rene,Make Noise,"['Sequencer', 'Logic']",34,24.0,80.0,0.0,0.0,560.0,16741,4.36,217.0,Discontinued,1
48,Voltage Block,Malekko Heavy Industry,"['CV Modulation', 'Quantizer', 'Sequencer', 'Digital']",20,20.0,120.0,15.0,0.0,418.0,16409,4.48,110.0,Discontinued,0
49,Veils (2020),Mutable instruments,"['Mixer', 'Quad', 'Utility', 'VCA']",10,10.0,50.0,50.0,0.0,179.0,16278,4.68,73.0,Discontinued,1
50,VCA,2hp,"['Dual/Stereo', 'VCA', 'Attenuator']",2,42.0,21.0,26.0,0.0,89.0,16273,3.93,41.0,Available,1
51,THREE SISTERS,Mannequins,"['Filter', 'Mixer', 'Dual/Stereo', 'Equalizer', 'Oscillator']",10,30.0,100.0,93.0,0.0,298.0,16189,4.73,154.0,,1
52,Mult,2hp,['Multiple'],2,15.0,,,,31.0,16065,3.74,29.0,Available,1
53,FX AID XL,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb', 'Dual/Stereo']",6,45.0,80.0,30.0,,239.0,15960,4.61,78.0,Available,0
54,Tempi,Make Noise,"['Clock Generator', 'Clock Modulator', 'Controller', 'Dual/Stereo']",10,24.0,46.0,0.0,0.0,242.0,15826,4.19,96.0,Available,1
55,A-151,Doepfer,"['Switch', 'Quad']",4,35.0,20.0,10.0,0.0,60.0,15461,4.62,111.0,Available,0
56,μVCA II,Intellijel,"['Attenuator', 'Dual/Stereo', 'VCA', 'Mixer']",6,35.0,36.0,35.0,0.0,169.0,15425,4.44,154.0,Available,0
57,DFAM - Drummer From Another Mother,Moog Music Inc.,"['Clock Generator', 'Drum', 'Noise', 'Oscillator', 'Sequencer', 'Synth Voice']",60,26.0,230.0,0.0,0.0,565.0,15296,4.65,124.0,Available,0
58,Turing Machine Mk II,Music Thing Modular,"['Noise', 'Random', 'Sequencer']",10,38.0,40.0,0.0,0.0,91.0,15154,4.65,114.0,Available,0
59,Echophon,Make Noise,"['Delay', 'Pitch Shifter ', 'Effect']",20,30.0,70.0,40.0,0.0,368.0,15130,4.06,154.0,,1
60,Quadra,Intellijel,"['Envelope Generator', 'LFO', 'Quad', 'Function Generator']",12,38.0,98.0,53.0,0.0,275.0,14836,4.5,131.0,Available,1
61,Desmodus Versio,Noise Engineering,"['Digital', 'Reverb', 'Effect', 'Dual/Stereo']",10,28.0,70.0,70.0,0.0,354.0,14801,4.81,107.0,Available,1
62,CP1-A,Behringer,['Power'],4,39.0,,,,65.0,14608,3.9,51.0,Available,0
63,Veils,Mutable instruments,"['VCA', 'Mixer', 'Utility', 'Quad']",12,10.0,50.0,50.0,0.0,179.0,14538,4.54,110.0,Discontinued,1
64,Function,Make Noise,"['Envelope Generator', 'LFO', 'Sample and Hold', 'Slew Limiter', 'Envelope Follower', 'Function Generator']",8,24.0,30.0,20.0,0.0,144.0,14475,4.59,136.0,,1
65,Metropolis,Intellijel,"['Sequencer', 'Clock Modulator', 'Random', 'Clock Generator']",34,45.0,195.0,8.0,0.0,599.0,14475,4.66,152.0,Discontinued,0
66,arbhar,Instruō,"['Oscillator', 'Sampling', 'Effect', 'Delay', 'Digital', 'Dual/Stereo', 'Pitch Shifter ', 'Reverb']",18,42.0,250.0,30.0,0.0,689.0,14449,4.74,69.0,Available,0
67,Braids (2015),Mutable instruments,"['Digital', 'Oscillator', 'Noise', 'Synth Voice']",16,20.0,100.0,15.0,0.0,349.0,14072,4.56,153.0,Discontinued,1
68,OUT V3,Befaco,"['External', 'Utility']",4,35.0,24.0,26.0,0.0,120.0,13971,4.42,52.0,Available,1
69,ES-9,Expert Sleepers,"['Clock Generator', 'Digital', 'Dual/Stereo', 'External', 'MIDI', 'Mixer']",16,50.0,451.0,133.0,0.0,619.0,13886,4.43,60.0,Available,0
70,Brains,Make Noise,['Sequencer'],4,36.0,10.0,0.0,0.0,105.0,13785,4.31,94.0,Discontinued,1
71,Planar 2,Intellijel,"['Controller', 'CV Modulation', 'Mixer', 'Panning', 'Envelope Generator']",14,40.0,85.0,32.0,0.0,305.0,13635,4.68,71.0,Available,1
72,Tides,Mutable instruments,"['Clock Generator', 'Digital', 'Envelope Generator', 'Frequency Divider', 'Function Generator', 'LFO', 'Oscillator']",14,25.0,50.0,20.0,0.0,229.0,13626,4.67,88.0,Discontinued,1
73,Dual ADSR,Intellijel,"['Dual/Stereo', 'Envelope Generator']",14,38.0,60.0,49.0,0.0,255.0,13626,4.57,128.0,Discontinued,1
74,Rene Mk2,Make Noise,"['Controller', 'CV Modulation', 'Quantizer', 'Sequencer', 'Logic']",34,24.0,235.0,0.0,0.0,473.0,13415,4.41,56.0,Available,1
75,Mimetic Digitalis,Noise Engineering,"['CV Modulation', 'Random', 'Sequencer']",10,26.0,58.0,22.0,0.0,314.0,13341,4.53,56.0,Available,1
76,A-138b,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,55.0,13237,3.64,101.0,Available,0
77,SYSTEM 100 140 DUAL ENVELOPE/LFO,Behringer,"['Envelope Generator', 'LFO', 'Dual/Stereo']",16,44.0,40.0,40.0,0.0,88.0,13183,3.54,39.0,Available,0
78,Stmix,Befaco,"['Mixer', 'Dual/Stereo']",6,30.0,8.0,10.0,0.0,149.0,13121,4.2,49.0,Available,1
79,A-160-2,Doepfer,"['Clock Modulator', 'Frequency Divider']",4,35.0,50.0,0.0,0.0,100.0,12807,4.5,101.0,Available,0
80,Warps,Mutable instruments,"['Digital', 'Oscillator', 'Ring Modulator', 'VCA', 'Waveshaper', 'Effect']",10,,110.0,5.0,0.0,229.0,12750,4.24,122.0,Discontinued,1
81,Scales,Intellijel,"['Digital', 'Quantizer', 'Sample and Hold', 'Sequencer']",8,39.0,35.0,5.0,,258.0,12732,4.53,43.0,Available,1
82,Elements,Mutable instruments,"['Digital', 'Synth Voice']",34,25.0,130.0,10.0,0.0,529.0,12689,4.59,149.0,Discontinued,1
83,Rotating Clock Divider V2,4ms Company,"['Clock Modulator', 'Frequency Divider']",4,35.0,33.0,4.0,0.0,179.0,12656,4.12,100.0,Available,0
84,Ripples (2020),Mutable instruments,"['Filter', 'Oscillator', 'VCA']",8,25.0,35.0,35.0,0.0,169.0,12492,4.7,67.0,Discontinued,1
85,MSCL,WMD,"['Dual/Stereo', 'Dynamics', 'Effect']",4,39.0,50.0,50.0,0.0,200.0,12445,4.6,42.0,Available,0
86,3x MIA,Happy Nerding,"['Attenuator', 'Mixer', 'Polarizer', 'Utility', 'Multiple']",6,35.0,80.0,80.0,0.0,99.0,12434,4.72,101.0,Available,0
87,Mult,Intellijel,"['Multiple', 'Dual/Stereo']",2,15.0,,,,27.0,12396,4.35,55.0,Available,1
88,Ensemble Oscillator,4ms Company,"['Digital', 'Oscillator']",16,25.0,114.0,45.0,0.0,328.0,12283,4.61,89.0,Available,0
89,Belgrad,Xaoc Devices,"['Filter', 'Oscillator']",14,20.0,45.0,42.0,0.0,320.0,12161,4.88,134.0,Available,1
90,MANGROVE,Mannequins,['Oscillator'],10,30.0,58.0,54.0,0.0,284.0,12097,4.67,128.0,,1
91,ES-8,Expert Sleepers,"['CV Modulation', 'Utility', 'External', 'Controller', 'MIDI']",8,50.0,198.0,52.0,0.0,435.0,12065,4.71,49.0,Available,0
92,Rainmaker,Intellijel,"['Delay', 'Effect', 'Digital', 'Dual/Stereo', 'Filter', 'Oscillator', 'Reverb', 'Clock Generator']",36,44.0,270.0,24.0,0.0,576.0,12062,4.71,95.0,,1
93,Sample Drum,Erica Synths,"['Drum', 'Sampling']",14,25.0,65.0,2.0,0.0,358.0,11874,4.71,46.0,Available,0
94,Rosie,Make Noise,"['Mixer', 'Utility', 'External']",8,29.0,45.0,40.0,0.0,125.0,11805,4.04,85.0,Discontinued,1
95,Kinks,Mutable instruments,"['Logic', 'Sample and Hold', 'Utility', 'Waveshaper', 'Noise']",4,12.0,25.0,25.0,0.0,99.0,11772,4.59,90.0,Discontinued,1
96,Metropolix,Intellijel,"['Clock Generator', 'Controller', 'CV Modulation', 'Digital', 'Envelope Generator', 'Function Generator', 'Sequencer']",34,25.0,95.0,10.0,,536.0,11746,4.77,70.0,Available,1
97,A-124,Doepfer,['Filter'],8,45.0,30.0,10.0,0.0,85.0,11604,4.38,114.0,Available,0
98,Verb,2hp,"['Dual/Stereo', 'Effect', 'Reverb']",2,42.0,81.0,28.0,0.0,134.0,11313,3.83,62.0,Available,1
99,A-119,Doepfer,"['External', 'Envelope Follower', 'PreAmp', 'Controller', 'Comparator']",8,45.0,30.0,20.0,0.0,65.0,11290,3.89,96.0,Available,0
100,921B,Behringer,['Oscillator'],8,42.0,45.0,45.0,0.0,95.0,11187,3.0,16.0,Available,0
101,Tallin,Xaoc Devices,"['Distortion', 'Dual/Stereo', 'VCA']",6,33.0,20.0,20.0,,160.0,11113,4.49,63.0,Available,1
102,JUST FRIENDS,Mannequins,"['Function Generator', 'Utility', 'Envelope Generator', 'LFO', 'Oscillator', 'Waveshaper']",14,30.0,153.0,34.0,0.0,420.0,11082,4.7,114.0,,1
103,Black VCO,Erica Synths,['Oscillator'],12,25.0,40.0,36.0,,220.0,11035,4.57,60.0,Available,1
104,Clep Diaz,Noise Engineering,"['CV Modulation', 'LFO', 'Random', 'Sequencer']",4,26.0,44.0,10.0,0.0,169.0,11029,4.64,42.0,Available,1
105,Pamela's Workout,ALM Busy Circuits,"['Clock Generator', 'Clock Modulator', 'Sequencer']",8,22.0,80.0,80.0,0.0,249.0,10851,4.7,106.0,Discontinued,0
106,X-Pan,Make Noise,"['Dual/Stereo', 'Mixer', 'Panning', 'VCA']",10,30.0,145.0,110.0,,233.0,10624,4.66,29.0,Available,1
107,C4RBN,WMD,"['Filter', 'Waveshaper', 'Distortion']",4,38.0,92.0,82.0,0.0,268.0,10569,4.72,53.0,Available,0
108,LxD (Low Strike Duo),Make Noise,"['Filter', 'Low Pass Gate', 'Dual/Stereo', 'VCA']",4,36.0,20.0,20.0,0.0,99.0,10406,4.44,91.0,Available,1
109,Minimod Vintage Transistor Core VCO,AJH Synth,['Oscillator'],14,34.0,55.0,40.0,0.0,320.0,10357,4.76,49.0,Available,0
110,Grids,Mutable instruments,['Sequencer'],16,20.0,25.0,1.0,0.0,199.0,10348,4.18,117.0,Discontinued,1
111,Poti,Xaoc Devices,['Expander'],3,20.0,,,,45.0,10257,4.46,55.0,Available,1
112,Telharmonic,Make Noise,"['Oscillator', 'Digital', 'Synth Voice', 'Noise']",14,30.0,139.0,10.0,0.0,314.0,10254,4.31,125.0,Discontinued,1
113,Yarns,Mutable instruments,"['MIDI', 'Sequencer', 'Oscillator', 'Quad']",12,20.0,60.0,2.0,0.0,299.0,10227,4.43,100.0,Discontinued,1
114,Dixie II,Intellijel,"['LFO', 'Oscillator']",6,37.0,42.0,37.0,0.0,235.0,10097,4.46,113.0,Discontinued,1
115,Mult,Make Noise,"['Multiple', 'Logic']",4,20.0,,,,30.0,10095,3.98,46.0,,1
116,Bitbox Micro,1010 Music,"['Sampling', 'Drum', 'Clock Generator', 'Controller', 'Digital', 'Dual/Stereo', 'MIDI']",18,32.0,400.0,0.0,0.0,489.0,10033,4.39,46.0,Available,0
117,Buchla 258t,Tiptop Audio,"['Dual/Stereo', 'Oscillator']",18,45.0,70.0,40.0,0.0,198.0,10028,4.79,29.0,Available,0
118,Dual Looping Delay,4ms Company,"['Delay', 'Dual/Stereo', 'Effect']",20,25.0,180.0,48.0,,429.0,10021,4.53,84.0,Available,1
119,Buff,2hp,"['Multiple', 'Utility']",2,42.0,16.0,16.0,0.0,71.0,10013,3.22,16.0,Available,1
120,Varigate 4+,Malekko Heavy Industry,['Sequencer'],12,26.0,90.0,13.0,0.0,312.0,9986,4.26,49.0,Available,0
121,Ikarie,Bastl Instruments,"['Envelope Follower', 'Filter', 'Dual/Stereo', 'VCA']",8,35.0,100.0,95.0,0.0,240.0,9883,4.74,47.0,Available,0
122,Rampage,Befaco,"['CV Modulation', 'Envelope Generator', 'Function Generator', 'Envelope Follower', 'Slew Limiter', 'Dual/Stereo', 'Comparator', 'LFO']",18,30.0,110.0,90.0,0.0,260.0,9860,4.81,116.0,,1
123,arbhar expander,Instruō,['Expander'],2,,,,,,9830,4.94,17.0,Available,0
124,A-132-3,Doepfer,"['VCA', 'Dual/Stereo', 'TrueGrid']",8,50.0,30.0,30.0,0.0,100.0,9826,4.1,70.0,Available,0
125,A-160-1,Doepfer,['Clock Modulator'],4,40.0,40.0,0.0,0.0,70.0,9822,3.96,72.0,Available,0
126,Bloom,Qu-Bit Electronix,"['Clock Generator', 'Dual/Stereo', 'Random', 'Sequencer']",16,,82.0,0.0,0.0,359.0,9787,4.26,52.0,Available,1
127,Filter 8,Joranalogue Audio Design,['Filter'],12,30.0,75.0,75.0,0.0,325.0,9772,4.68,102.0,Available,1
128,Unity Mixer,Intellijel,"['Mixer', 'Dual/Stereo']",2,29.0,11.0,14.0,0.0,75.0,9767,4.4,52.0,Available,1
129,A-148,Doepfer,"['CV Modulation', 'Sample and Hold', 'Dual/Stereo']",4,30.0,20.0,20.0,0.0,65.0,9720,4.17,64.0,Available,0
130,Brains,Behringer,"['Digital', 'Drum', 'Dual/Stereo', 'Oscillator', 'Synth Voice']",16,45.0,130.0,10.0,0.0,129.0,9710,1.69,206.0,Available,0
131,Atlantis,Intellijel,"['Synth Voice', 'Envelope Generator', 'Filter', 'LFO', 'Noise', 'Oscillator']",40,38.0,214.0,196.0,0.0,679.0,9657,4.49,99.0,Available,1
132,Hermod,Squarp Instruments,"['MIDI', 'Sequencer', 'CV Modulation', 'LFO', 'External', 'Multiple', 'Quantizer']",26,30.0,310.0,30.0,,475.0,9655,4.46,48.0,Available,0
133,QCD: Quad Clock Distributor,4ms Company,"['Clock Generator', 'Clock Modulator', 'CV Modulation', 'Frequency Divider', 'Quad', 'Utility']",10,26.0,48.0,40.0,41.0,249.0,9655,4.53,78.0,Available,0
134,Mutant Brain,Hexinverter Électronique,"['Clock Generator', 'CV Modulation', 'MIDI', 'Utility']",8,38.0,19.0,4.0,0.0,151.0,9644,4.64,46.0,Available,1
135,Polaris,Intellijel,"['Distortion', 'Filter', 'Phase Shifter']",10,40.0,60.0,56.0,0.0,204.0,9637,4.48,71.0,,1
136,Lapsus Os,Noise Engineering,"['Attenuator', 'Controller', 'Multiple', 'Utility']",10,26.0,60.0,50.0,0.0,234.0,9581,4.7,28.0,Available,1
137,ONE,Tiptop Audio,"['Sampling', 'Digital', 'Drum', 'CV Modulation']",4,43.0,80.0,8.0,0.0,158.0,9569,4.05,55.0,Available,1
138,Radio Music,Music Thing Modular,['Sampling'],4,40.0,75.0,8.0,0.0,103.0,9525,4.48,111.0,Available,0
139,A-106-5 SEM,Doepfer,['Filter'],8,55.0,20.0,20.0,0.0,80.0,9515,4.29,91.0,Available,0
140,Shapeshifter,Intellijel,"['Oscillator', 'Dual/Stereo', 'Digital', 'LFO', 'Waveshaper', 'Synth Voice']",26,44.0,195.0,50.0,0.0,549.0,9463,4.6,128.0,Available,1
141,μScale [v2],Intellijel,['Quantizer'],6,24.0,60.0,7.0,0.0,245.0,9413,4.19,94.0,Discontinued,0
142,ROW POWER 40,4ms Company,['Power'],4,28.0,,,,125.0,9405,4.57,44.0,Available,0
143,modDemix 2014,Make Noise,"['Dual/Stereo', 'Mixer', 'Ring Modulator', 'VCA']",6,24.0,30.0,30.0,0.0,130.0,9403,4.0,71.0,,1
144,A-180-1,Doepfer,['Multiple'],4,10.0,,,,35.0,9358,3.69,35.0,Available,0
145,ADSR,2hp,['Envelope Generator'],2,45.0,24.0,7.0,0.0,98.0,9328,3.6,17.0,Available,1
146,DATA (BLACK),Mordax,"['Clock Generator', 'Clock Modulator', 'Dual/Stereo', 'LFO', 'Oscillator', 'Quad', 'Tuner', 'Utility']",16,35.0,250.0,60.0,,356.0,9304,4.58,50.0,Available,1
147,Tangle Quartet,ALM Busy Circuits,"['Quad', 'VCA', 'Mixer', 'Attenuator']",8,32.0,80.0,80.0,0.0,198.0,9290,4.43,42.0,Available,0
148,Z3000 Smart VCO MKII,Tiptop Audio,"['Oscillator', 'Utility', 'LFO', 'Waveshaper', 'TrueGrid']",14,26.0,50.0,25.0,0.0,250.0,9265,4.3,132.0,Available,1
149,Forbidden Planet,Tiptop Audio,"['CV Modulation', 'Effect', 'Filter']",8,30.0,10.0,10.0,,105.0,9237,4.71,34.0,Available,1
150,A-110,Doepfer,['Oscillator'],10,55.0,90.0,20.0,0.0,150.0,9229,4.03,69.0,Available,0
151,A-145,Doepfer,"['LFO', 'Clock Generator']",8,55.0,30.0,20.0,0.0,65.0,9209,3.87,71.0,Available,0
152,Manis Iteritas,Noise Engineering,"['Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,9063,4.81,63.0,Discontinued,1
153,A-118-1,Doepfer,"['Noise', 'Random']",8,40.0,20.0,10.0,0.0,75.0,9017,3.81,80.0,Available,0
154,A-180-9,Doepfer,['Utility'],4,25.0,,,,120.0,8995,4.57,14.0,Available,0
155,Performance mixer,WMD,"['Mixer', 'Panning', 'Attenuator', 'Controller', 'External', 'VCA']",40,45.0,450.0,430.0,0.0,699.0,8960,4.66,62.0,Discontinued,1
156,Assimil8or,Rossum Electro-Music,"['Sampling', 'CV Modulation', 'Digital', 'Drum', 'Dual/Stereo', 'Multiple', 'LFO']",28,25.0,220.0,30.0,0.0,1.119,8865,4.85,71.0,Available,0
157,BD808,Tiptop Audio,['Drum'],4,14.0,13.0,6.0,0.0,99.0,8853,4.36,66.0,Available,1
158,A-135-2 Quad VCA / VC Mixer,Doepfer,"['Mixer', 'Quad', 'VCA']",8,45.0,40.0,40.0,0.0,129.0,8848,4.59,29.0,Available,0
159,Mutes,DivKid,"['Controller', 'Expander', 'Expression', 'Multiple', 'Quad', 'Utility']",4,32.0,50.0,,,125.0,8822,4.41,41.0,Available,1
160,StarLab,Strymon,"['Digital', 'Dual/Stereo', 'Effect', 'Reverb', 'Synth Voice', 'Delay']",28,41.0,210.0,210.0,0.0,669.0,8806,4.72,40.0,Available,0
161,MFX,ALM Busy Circuits,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Utility', 'Reverb']",6,32.0,50.0,15.0,0.0,298.0,8736,4.56,27.0,Available,0
162,Squid Salmple,ALM Busy Circuits,"['Sampling', 'Drum']",21,38.0,300.0,35.0,,548.0,8627,4.85,44.0,Available,0
163,modDemix,Make Noise,"['Mixer', 'Ring Modulator', 'VCA', 'Dual/Stereo']",6,24.0,30.0,30.0,0.0,136.0,8602,4.24,89.0,Discontinued,0
164,FH-2 'factotum',Expert Sleepers,"['Clock Generator', 'MIDI', 'Envelope Generator', 'Clock Modulator', 'CV Modulation', 'Noise', 'Random', 'Sequencer']",8,48.0,118.0,48.0,0.0,318.0,8600,4.57,46.0,Available,0
165,Loquelic Iteritas,Noise Engineering,"['Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,8599,4.76,107.0,Available,1
166,SYSTEM 100 112 DUAL VCO,Behringer,"['Dual/Stereo', 'Oscillator']",16,46.0,90.0,70.0,0.0,108.0,8596,3.32,22.0,Available,0
167,902,Behringer,['VCA'],8,35.0,50.0,45.0,0.0,52.0,8563,3.31,16.0,Available,0
168,Contour 1,Joranalogue Audio Design,"['Function Generator', 'Slew Limiter']",8,30.0,90.0,85.0,0.0,215.0,8534,4.72,60.0,Available,1
