,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
1111,FM AID,Happy Nerding,"['Waveshaper', 'Ring Modulator']",6,33.0,45.0,45.0,0.0,149.0,1656,4.52,31.0,,0
1112,TG ONE,Tiptop Audio,"['Sampling', 'CV Modulation', 'Digital', 'Drum']",4,43.0,80.0,8.0,0.0,220.0,1654,4.27,15.0,Available,1
1113,Logica XT,Klavis,"['Delay', 'Digital', 'Frequency Divider', 'Logic', 'Sample and Hold', 'Utility']",5,25.0,21.0,1.0,0.0,139.0,1652,4.65,31.0,Available,1
1114,PM DB25,WMD,"['Expander', 'External']",4,40.0,150.0,150.0,0.0,250.0,1651,4.62,5.0,Discontinued,0
1115,Quad VCA,Malekko Heavy Industry,"['VCA', 'Quad', 'Mixer']",8,35.0,97.0,50.0,0.0,194.0,1651,,5.0,Discontinued,0
1116,CON,Rides in the Storm,"['External', 'Quad', 'Utility']",2,25.0,10.0,10.0,0.0,60.0,1651,4.38,8.0,,1
1117,Z4000 NS,Tiptop Audio,"['CV Modulation', 'Envelope Generator', 'Function Generator']",8,28.0,34.0,18.0,,140.0,1650,,6.0,Available,1
1118,Ring SM (Black),AJH Synth,"['Distortion', 'Mixer', 'Ring Modulator', 'Waveshaper']",14,34.0,55.0,50.0,0.0,365.0,1650,4.71,14.0,Available,0
1119,EME (Black),Winter Modular,"['MIDI', 'Expander']",6,,20.0,10.0,,164.0,1647,4.0,6.0,Available,1
1120,ROW POWER 35,4ms Company,['Power'],4,,,,,140.0,1647,5.0,5.0,Available,0
1121,Morcom,After Later Audio,['Expander'],4,,15.0,0.0,,58.0,1647,3.33,3.0,Available,0
1122,SYNTHESIZER BOX,Pittsburgh Modular,"['Envelope Generator', 'LFO', 'Mixer', 'Oscillator', 'Slew Limiter', 'Synth Voice', 'VCA', 'Low Pass Gate']",28,37.0,125.0,95.0,0.0,419.0,1646,4.24,41.0,Discontinued,0
1123,InOut,Pittsburgh Modular,"['External', 'Mixer']",6,43.0,20.0,20.0,0.0,69.0,1642,3.77,26.0,Discontinued,0
1124,MST Stereo Output Mixer,Synthrotek,"['Mixer', 'Panning', 'Utility', 'Attenuator', 'Dual/Stereo']",6,32.0,13.0,10.0,0.0,58.0,1641,4.2,30.0,Available,1
1125,Serge NCOM,Random*Source,"['Clock Modulator', 'Comparator', 'Frequency Divider', 'Logic']",10,40.0,20.0,18.0,0.0,240.0,1640,4.75,12.0,Available,0
1126,ADDAC802 Quintet Mixing Console,ADDAC System,"['Mixer', 'VCA', 'Attenuator']",12,55.0,150.0,150.0,0.0,350.0,1639,4.76,19.0,Available,0
1127,SYSTEM-1m,Roland,"['Digital', 'Envelope Generator', 'Filter', 'LFO', 'Oscillator', 'Ring Modulator', 'Synth Voice', 'VCA']",84,45.0,700.0,0.0,0.0,599.0,1638,4.21,38.0,Available,0
1128,Lifeforms Primary Oscillator,Pittsburgh Modular,"['Oscillator', 'Waveshaper']",12,25.0,112.0,104.0,0.0,229.0,1637,4.57,23.0,Available,0
1129,Nebulæ,Qu-Bit Electronix,"['Oscillator', 'Sampling']",20,40.0,320.0,4.0,,490.0,1635,4.48,37.0,Discontinued,1
1130,μVCA,Intellijel,"['Attenuator', 'Dual/Stereo', 'VCA']",6,35.0,36.0,35.0,,120.0,1635,4.59,29.0,Discontinued,0
1131,UBurst,CalSynth,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Pitch Shifter ', 'Reverb', 'Sampling']",8,,120.0,10.0,0.0,162.0,1632,5.0,5.0,Available,0
1132,Entropy2,Złob,"['Noise', 'Random', 'Sample and Hold']",3,47.0,10.0,10.0,,89.0,1630,4.77,13.0,Available,1
1133,QPM,Rides in the Storm,"['Mixer', 'Multiple']",4,15.0,,,,35.0,1629,4.82,11.0,Available,1
1134,Edges,Mutable instruments,"['Synth Voice', 'Quad', 'Sequencer', 'MIDI', 'Quantizer']",20,20.0,25.0,20.0,45.0,299.0,1619,4.21,28.0,Discontinued,1
1135,Dual Noise/Random Generator 1016,Behringer,"['Dual/Stereo', 'Noise', 'Random']",14,42.0,45.0,15.0,0.0,66.0,1618,1.44,9.0,Available,0
1136,ASQ-1,ALM Busy Circuits,"['Quantizer', 'Sequencer']",32,32.0,50.0,10.0,0.0,380.0,1618,4.2,5.0,Available,0
1137,Quad Envelope,Malekko Heavy Industry,"['Envelope Generator', 'Quad', 'Sequencer']",12,,100.0,15.0,,267.0,1618,4.0,10.0,Available,0
1138,Triple Sloths,Nonlinearcircuits,"['CV Modulation', 'Random']",8,,60.0,,,207.0,1616,4.92,7.0,Available,0
1139,MMF-1S,Cwejman,"['Distortion', 'Filter', 'Mixer', 'VCA']",20,23.0,50.0,50.0,0.0,952.0,1611,5.0,17.0,,0
1140,Entity Percussion Synthesizer,Steady State Fate,"['Drum', 'Noise', 'Synth Voice']",14,23.0,72.0,125.0,0.0,305.0,1610,4.16,23.0,Available,1
1141,Envelator,Malekko Heavy Industry,['Envelope Generator'],10,38.0,35.0,35.0,,205.0,1608,4.06,18.0,,0
1142,Neóni,Instruō,"['LFO', 'Oscillator', 'Waveshaper']",12,27.0,90.0,90.0,,399.0,1608,4.83,6.0,Available,1
1143,Drum Mixer Lite,Erica Synths,"['Dynamics', 'Mixer']",10,,30.0,20.0,0.0,146.0,1607,4.17,6.0,Available,1
1144,Quaid Megaslope,ALM Busy Circuits,"['CV Modulation', 'Envelope Generator', 'LFO', 'Sequencer', 'Slew Limiter', 'Function Generator']",19,32.0,70.0,35.0,,308.0,1606,5.0,10.0,Available,0
1145,A-139-2,Doepfer,"['External', 'Utility']",6,40.0,120.0,120.0,0.0,55.0,1604,3.73,11.0,Available,0
1146,Unify,Circuit Abbey,"['Mixer', 'Panning', 'Dual/Stereo', 'External']",12,37.0,50.0,50.0,0.0,285.0,1603,4.27,26.0,,0
1147,Wave Runner,Frequency Central,"['LFO', 'Digital']",4,48.0,14.0,9.0,0.0,169.0,1603,4.78,32.0,Available,0
1148,Quantus Ampla,Noise Engineering,"['Mixer', 'Quad', 'Utility', 'VCA']",6,21.0,65.0,60.0,0.0,214.0,1599,4.78,10.0,Available,1
1149,A-138c,Doepfer,"['Polarizer', 'Mixer']",8,35.0,20.0,20.0,0.0,65.0,1597,3.77,13.0,Discontinued,0
1150,Xer Dualis,Noise Engineering,"['Mixer', 'Quad', 'Utility', 'Dual/Stereo']",6,23.0,40.0,40.0,0.0,203.0,1590,4.5,3.0,Available,1
1151,[2]f,Instruō,"['Expression', 'Utility', 'Controller', 'Dual/Stereo']",2,27.0,7.0,7.0,0.0,79.0,1589,4.0,10.0,Available,0
1152,Pico ATTEN,Erica Synths,"['Attenuator', 'Utility']",3,15.0,,,,30.0,1588,4.0,1.0,,1
1153,Rack Plumber,Plum Audio,['Utility'],4,25.0,,,,50.0,1585,3.67,3.0,Available,1
1154,MIDI 3,Pittsburgh Modular,"['Clock Generator', 'CV Modulation', 'MIDI', 'Dual/Stereo']",6,35.0,60.0,15.0,0.0,255.0,1584,4.26,23.0,Available,0
1155,Typhoon (aluminum),CalSynth,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Panning', 'Pitch Shifter ', 'Reverb']",16,25.0,160.0,35.0,,221.0,1582,4.86,14.0,Available,0
1156,CP3,Manhattan Analog,"['Mixer', 'Distortion']",4,39.0,12.0,12.0,0.0,105.0,1580,4.76,25.0,Discontinued,0
1157,Kith Ruina,Noise Engineering,"['Distortion', 'Equalizer']",4,26.0,20.0,20.0,0.0,162.0,1578,3.75,9.0,Available,1
1158,Linnaeus,Rossum Electro-Music,"['Dual/Stereo', 'Filter', 'Oscillator']",16,25.0,155.0,36.0,0.0,598.0,1577,4.92,13.0,Available,0
1159,Dr. Octature II,Intellijel,"['Filter', 'LFO', 'Oscillator']",14,38.0,72.0,72.0,0.0,299.0,1577,4.41,34.0,Discontinued,0
1160,Multimode VCA,WMD,"['Dual/Stereo', 'Panning', 'VCA', 'Ring Modulator', 'Mixer']",10,25.0,40.0,40.0,,235.0,1575,4.71,24.0,Discontinued,0
1161,Jupiter Storm,Hexinverter Électronique,"['Drum', 'Noise', 'Oscillator']",14,25.0,30.0,30.0,0.0,193.0,1573,4.0,23.0,Available,1
1162,Chopping Kinky,Befaco,"['Switch', 'Waveshaper']",8,30.0,65.0,55.0,0.0,190.0,1569,4.64,14.0,Available,1
1163,Sewastopol II,Xaoc Devices,"['Comparator', 'Envelope Follower', 'Envelope Generator', 'PreAmp']",10,34.0,100.0,70.0,0.0,260.0,1568,4.84,13.0,Available,1
1164,A-190-1,Doepfer,['MIDI'],10,95.0,10.0,10.0,50.0,160.0,1568,3.31,32.0,Discontinued,0
1165,Black Mixer/Splitter V2,Erica Synths,"['Multiple', 'Mixer']",4,25.0,25.0,25.0,,65.0,1567,3.67,6.0,Available,1
1166,A-138aV,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,70.0,1567,4.44,9.0,Available,0
1167,A-111-1,Doepfer,['Oscillator'],14,65.0,40.0,40.0,0.0,260.0,1567,4.3,30.0,Discontinued,0
1168,PrssPnt,Make Noise,['Controller'],4,30.0,14.0,0.0,0.0,99.0,1566,4.5,4.0,Available,0
1169,A-183-5,Doepfer,"['Attenuator', 'Quad']",4,20.0,,,,70.0,1565,5.0,4.0,Available,0
1170,Fusion Mixer v3 (14HP),Erica Synths,"['Mixer', 'Tube']",14,25.0,160.0,10.0,,299.0,1565,4.71,7.0,Available,1
1171,DSM02 Character Module,Dave Smith Modular,"['Digital', 'Distortion', 'Waveshaper', 'Equalizer']",14,30.0,150.0,20.0,150.0,199.0,1559,4.26,19.0,Discontinued,0
1172,Oneiroi,Befaco,"['Delay', 'Effect', 'Filter', 'Resonator', 'Reverb', 'Synth Voice']",30,25.0,200.0,60.0,0.0,484.0,1558,4.75,8.0,Available,0
1173,A-137-2,Doepfer,"['Waveshaper', 'Clock Modulator', 'Phase Shifter']",14,50.0,30.0,20.0,0.0,75.0,1551,4.06,17.0,Available,0
1174,ALT,NANO Modules,"['Attenuator', 'Mixer', 'Quad', 'VCA']",8,15.0,58.0,31.0,0.0,150.0,1548,4.6,20.0,Available,1
1175,Pico CV MIX,Erica Synths,"['Mixer', 'Utility']",3,35.0,5.0,5.0,0.0,50.0,1548,4.38,8.0,,1
1176,"Microcell - uCell, µCell, Micro Supercell (black panel)",Grayscale,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Pitch Shifter ', 'Reverb', 'Sampling']",14,38.0,160.0,35.0,0.0,269.0,1548,4.1,10.0,Available,1
1177,LP1lightplane,Soundmachines,['Controller'],16,18.0,210.0,8.0,0.0,109.0,1547,4.3,20.0,Available,0
1178,Sequencer,Pittsburgh Modular,['Sequencer'],14,25.0,30.0,30.0,0.0,139.0,1547,4.0,25.0,Discontinued,0
1179,arbhar USB Expander,Instruō,['Expander'],2,25.0,,,,109.0,1547,4.25,4.0,Available,0
1180,Shifting Inverting Signal Mingler,4ms Company,"['Attenuator', 'CV Modulation', 'Logic', 'Mixer', 'Utility']",12,22.0,51.0,51.0,,158.0,1544,4.1,21.0,Available,1
1181,Kompas,Bastl Instruments,"['Clock Modulator', 'Digital', 'Sequencer']",5,35.0,30.0,0.0,0.0,130.0,1543,4.0,9.0,Available,0
1182,Cockpit (golden),Endorphin.es,"['Mixer', 'Dynamics', 'Dual/Stereo', 'Attenuator', 'Utility']",6,33.0,75.0,40.0,0.0,259.0,1542,3.9,11.0,Discontinued,1
1183,Borg 2 Filter,Malekko Heavy Industry,"['Filter', 'Low Pass Gate']",12,25.0,35.0,35.0,0.0,245.0,1541,4.43,30.0,Discontinued,0
1184,Scanned,Qu-Bit Electronix,"['Digital', 'Oscillator', 'Distortion', 'Waveshaper']",16,23.0,98.0,13.0,0.0,359.0,1540,,13.0,Available,1
1185,Transient Plus,Futureretro,"['Drum', 'Sampling']",12,25.0,105.0,17.0,0.0,222.0,1539,4.46,13.0,Available,0
1186,Booster Stage,Bubblesound Instruments,"['External', 'PreAmp']",2,30.0,20.0,15.0,,67.0,1537,4.38,8.0,Available,0
1187,Dual Mini Sequencer,Division 6,['Sequencer'],18,21.0,30.0,0.0,0.0,189.0,1535,3.79,29.0,Available,0
1188,A-190-8,Doepfer,"['Clock Generator', 'MIDI']",6,50.0,50.0,50.0,,125.0,1533,3.55,11.0,Available,0
1189,Erfurt,Xaoc Devices,"['Clock Generator', 'Digital', 'Expander', 'Frequency Divider', 'Oscillator']",6,,25.0,30.0,0.0,150.0,1529,4.6,5.0,Available,1
1190,Kickain,Knobula,"['Drum', 'Dynamics', 'Reverb']",12,32.0,80.0,80.0,0.0,340.0,1527,4.29,7.0,Available,1
1191,Gozinta,Circuit Abbey,"['Attenuator', 'External', 'PreAmp', 'Dual/Stereo']",4,37.0,20.0,20.0,0.0,105.0,1526,4.68,19.0,,0
1192,Zero Point Oscillator,Steady State Fate,"['Oscillator', 'Ring Modulator']",16,24.0,147.0,141.0,0.0,377.0,1525,4.67,18.0,Available,1
1193,Entity Bass Drum Synthesizer,Steady State Fate,"['Drum', 'Filter', 'Function Generator', 'Synth Voice']",14,16.0,61.0,91.0,0.0,305.0,1524,4.74,31.0,Discontinued,1
1194,Gemini's Path,Shakmat,"['Dual/Stereo', 'Dynamics', 'Effect', 'Panning', 'VCA']",6,25.0,50.0,30.0,0.0,219.0,1517,4.96,23.0,Available,1
1195,A-160-5v,Doepfer,['Clock Modulator'],4,35.0,50.0,0.0,,120.0,1517,4.29,7.0,Available,0
1196,A-154,Doepfer,"['Sequencer', 'Clock Generator']",22,80.0,60.0,20.0,0.0,195.0,1514,4.5,18.0,Available,0
1197,LEGION,WMD,"['Oscillator', 'LFO']",8,38.0,70.0,60.0,,549.0,1510,4.43,7.0,Discontinued,0
1198,làrachd,Instruō,"['External', 'PreAmp', 'Comparator', 'Envelope Follower', 'Waveshaper']",8,30.0,75.0,70.0,,358.0,1506,4.12,8.0,Available,0
1199,2HP Power (black),Endorphin.es,"['Power', 'Multiple', 'Utility']",2,42.0,,,,119.0,1506,4.0,11.0,Available,1
1200,Motion MTR,Befaco,"['Attenuator', 'Mixer', 'Polarizer', 'Utility']",6,30.0,110.0,43.0,0.0,157.0,1505,4.58,12.0,Available,0
1201,Mix Mult,Pittsburgh Modular,"['Attenuator', 'Mixer', 'Multiple']",8,25.0,10.0,10.0,0.0,85.0,1505,3.95,21.0,Discontinued,0
1202,CV TRINITY,Bastl Instruments,"['Envelope Generator', 'LFO', 'Utility']",14,35.0,5.0,50.0,0.0,250.0,1504,4.12,14.0,,1
1203,Azimuth II,Intellijel,"['VCA', 'Panning', 'Dual/Stereo']",10,,93.0,80.0,0.0,234.0,1501,4.11,19.0,Discontinued,0
1204,Lifeforms Outs,Pittsburgh Modular,['External'],6,39.0,20.0,20.0,,88.0,1499,4.6,10.0,Available,0
1205,Joystick,Befaco,"['Attenuator', 'Controller', 'CV Modulation', 'Utility']",12,35.0,25.0,10.0,0.0,130.0,1498,4.17,12.0,,1
1206,Grain,2hp,"['Digital', 'Effect']",2,42.0,78.0,9.0,0.0,133.0,1497,1.5,7.0,Available,1
1207,Enigma,After Later Audio,['Expander'],4,,5.0,0.0,,66.0,1497,3.0,4.0,Available,0
1208,Deluxe Power Module,Synthrotek,['Power'],4,29.0,,,,126.0,1497,4.61,18.0,Discontinued,1
1209,DROID G8 Expander,Der Mann mit der Maschine,['Expander'],4,23.0,41.0,0.0,0.0,148.0,1496,4.73,51.0,Available,1
1210,Atom (uElements),After Later Audio,"['Digital', 'Synth Voice']",18,34.0,130.0,10.0,,201.0,1490,4.11,9.0,Available,0
1211,Mix Mult (Mk. II),Pittsburgh Modular,"['Attenuator', 'Mixer', 'Multiple']",8,25.0,10.0,10.0,0.0,79.0,1488,4.05,20.0,Discontinued,0
1212,A-118-2v,Doepfer,"['Noise', 'Random', 'Sample and Hold']",4,40.0,20.0,20.0,0.0,80.0,1487,4.25,4.0,Available,0
1213,TELEXo Teletype Expander,Monome,"['CV Modulation', 'Digital', 'Envelope Generator', 'Expander', 'Oscillator', 'Quantizer', 'Random']",4,36.0,51.0,7.0,0.0,158.0,1486,4.88,8.0,Available,0
1214,Strega,Make Noise,"['Delay', 'Effect', 'Oscillator', 'Synth Voice', 'Controller']",45,,400.0,,,599.0,1483,4.53,19.0,Available,0
1215,NoiseRing,Malekko Heavy Industry,"['Random', 'Noise']",14,35.0,80.0,80.0,,275.0,1482,4.32,34.0,,0
1216,Dual VCA,Złob,"['Dual/Stereo', 'Panning', 'Utility', 'VCA']",2,,15.0,15.0,,76.0,1482,4.42,7.0,Available,1
1217,Tyso Daiko,ALM Busy Circuits,"['Drum', 'Dual/Stereo', 'Digital']",14,32.0,70.0,35.0,,328.0,1481,4.57,7.0,Available,0
1218,Oscillator,Sputnik Modular,"['Oscillator', 'Waveshaper']",14,28.0,60.0,60.0,0.0,249.0,1478,4.65,20.0,,0
1219,Sweet Sixteen Mk.II,Tesseract Modular,"['Attenuator', 'Controller', 'MIDI']",24,25.0,92.0,86.0,0.0,200.0,1475,4.88,16.0,Available,1
1220,Synchrodyne,WMD,"['Filter', 'Oscillator', 'Waveshaper', 'VCA']",14,40.0,113.0,100.0,,469.0,1474,4.52,31.0,Discontinued,0
1221,Boundary,Schlappi Engineering,"['Clock Modulator', 'Envelope Follower', 'Envelope Generator', 'LFO', 'Oscillator', 'Ring Modulator', 'Slew Limiter', 'VCA']",12,25.0,112.0,59.0,,219.0,1472,4.78,9.0,Available,0
1222,4R,Transient Modules,"['Quad', 'Random']",2,50.0,60.0,40.0,0.0,99.0,1472,4.8,25.0,Available,1
1223,AI002 Mixer,AI Synthesis,['Mixer'],6,20.0,4.0,4.0,0.0,30.0,1469,,10.0,,1
1224,nw2s::io (balanced),nw2s,"['External', 'Utility']",10,48.0,150.0,150.0,0.0,469.0,1463,4.58,10.0,Available,0
1225,Rnd v2,2hp,"['Clock Generator', 'CV Modulation', 'Random']",2,42.0,48.0,6.0,0.0,88.0,1462,3.83,6.0,Available,1
1226,ABC (Aluminum),Bastl Instruments,"['Distortion', 'Mixer', 'Panning', 'Utility', 'Dual/Stereo']",5,35.0,10.0,10.0,0.0,88.0,1461,4.13,15.0,Available,0
1227,Three Body,Schlappi Engineering,"['Digital', 'Oscillator']",30,30.0,95.0,50.0,0.0,599.0,1461,4.92,12.0,Available,0
1228,A-192-2,Doepfer,"['MIDI', 'Dual/Stereo']",10,55.0,70.0,20.0,0.0,130.0,1461,4.67,6.0,Available,0
1229,Micro Hadron Collider (uHC),WMD,"['Dual/Stereo', 'Filter', 'Mixer']",16,25.0,100.0,85.0,0.0,289.0,1458,4.5,30.0,Discontinued,0
1230,DIY Bassline,Erica Synths,['Synth Voice'],16,45.0,80.0,40.0,0.0,160.0,1456,4.2,5.0,Available,1
1231,Pico Drive,Erica Synths,"['Distortion', 'Effect', 'Waveshaper']",3,35.0,29.0,29.0,,90.0,1455,2.75,4.0,Available,0
1232,SMOG,Antumbra,"['Delay', 'Digital', 'Dual/Stereo', 'Effect', 'Noise', 'Pitch Shifter ', 'Reverb', 'Sampling']",8,30.0,120.0,10.0,0.0,200.0,1454,4.67,6.0,Available,0
1233,A-138u,Doepfer,"['Dual/Stereo', 'Mixer']",4,25.0,10.0,0.0,0.0,50.0,1454,3.77,13.0,Discontinued,0
1234,Phonogene (original knobs),Make Noise,"['Sampling', 'Delay']",20,30.0,70.0,40.0,,477.0,1454,4.04,25.0,Discontinued,0
1235,A-174-1,Doepfer,['Controller'],10,45.0,40.0,20.0,0.0,120.0,1453,3.67,15.0,Discontinued,0
1236,Shuttle Control (golden),Endorphin.es,"['MIDI', 'Power', 'Clock Generator', 'Controller', 'CV Modulation', 'Envelope Generator', 'Expression', 'Function Generator']",12,35.0,200.0,100.0,0.0,499.0,1453,4.65,26.0,Available,1
1237,ADSR (mk2),Pittsburgh Modular,['Envelope Generator'],6,37.0,20.0,10.0,0.0,105.0,1452,3.5,8.0,Discontinued,0
1238,MEGA-TANG,ALM Busy Circuits,"['Dual/Stereo', 'Mixer', 'VCA', 'Quad']",16,32.0,125.0,125.0,,298.0,1452,5.0,3.0,Available,0
1239,Z2040,Tiptop Audio,"['Filter', 'VCA']",8,42.0,20.0,20.0,0.0,215.0,1452,4.06,17.0,Available,1
1240,A-110-2V,Doepfer,['Oscillator'],8,50.0,150.0,30.0,0.0,140.0,1452,4.0,12.0,Available,0
1241,Sinc Iter,Noise Engineering,"['Noise', 'Oscillator', 'Quantizer', 'Digital', 'LFO', 'Random']",4,28.0,80.0,10.0,90.0,249.0,1450,4.87,21.0,Discontinued,1
1242,G - Group,Frap Tools,"['CV Modulation', 'External', 'Mixer', 'Utility', 'VCA']",6,38.0,60.0,60.0,0.0,165.0,1449,5.0,5.0,Available,1
1243,Prismatic Ray,LZX Industries,"['Video', 'CV Modulation', 'Oscillator']",16,32.0,120.0,90.0,0.0,359.0,1448,5.0,3.0,Discontinued,0
1244,Malgorithm MK II,Industrial Music Electronics,"['Digital', 'Distortion', 'Effect', 'Noise', 'Waveshaper', 'Dual/Stereo', 'VCA']",10,29.0,140.0,20.0,0.0,320.0,1445,3.92,13.0,Available,0
1245,Mixer (Mk. II),Pittsburgh Modular,"['Attenuator', 'Mixer']",8,20.0,10.0,10.0,0.0,79.0,1444,4.2,10.0,Discontinued,0
1246,Fractio Solum,Noise Engineering,['Clock Modulator'],4,26.0,50.0,14.0,0.0,200.0,1442,4.28,11.0,Available,1
1247,Running Order (black),Endorphin.es,"['Clock Generator', 'Clock Modulator', 'Sequencer', 'Random']",6,30.0,30.0,10.0,0.0,169.0,1441,3.67,6.0,Available,1
1248,Planar 180°,Intellijel,"['Controller', 'CV Modulation', 'Mixer', 'Panning', 'Quad', 'VCA']",14,38.0,103.0,95.0,0.0,359.0,1439,4.69,16.0,Discontinued,0
1249,Multimode Envelope,WMD,"['Envelope Generator', 'LFO']",8,28.0,49.0,27.0,0.0,235.0,1439,4.37,27.0,Discontinued,0
1250,A-138o,Doepfer,"['Mixer', 'Utility', 'Expander']",4,40.0,20.0,20.0,0.0,50.0,1439,4.5,6.0,Available,0
1251,Dubmix,Intellijel,"['Mixer', 'Panning', 'Quad']",28,47.0,280.0,275.0,0.0,625.0,1439,4.61,23.0,Discontinued,0
1252,A-111-2,Doepfer,"['Oscillator', 'LFO']",14,55.0,70.0,50.0,0.0,250.0,1435,4.7,10.0,Available,0
1253,Pico Envelope Follower,Erica Synths,"['Distortion', 'Envelope Follower', 'PreAmp']",3,35.0,25.0,15.0,0.0,95.0,1435,4.33,3.0,Available,1
1254,Shelves,Mutable instruments,"['Filter', 'Equalizer']",16,,75.0,75.0,0.0,199.0,1434,3.69,16.0,Discontinued,1
1255,A-102,Doepfer,['Filter'],8,60.0,30.0,10.0,0.0,80.0,1432,4.33,12.0,Available,0
1256,USB Extender 3U,Intellijel,"['MIDI', 'Multiple', 'Utility']",2,40.0,,,,33.0,1432,4.33,3.0,Available,1
1257,A-121-2,Doepfer,['Filter'],8,50.0,40.0,40.0,0.0,125.0,1430,3.75,4.0,Available,0
1258,Poly,Polyend,"['CV Modulation', 'MIDI']",22,25.0,50.0,0.0,100.0,469.0,1429,4.15,13.0,Discontinued,0
1259,Tool-Box,Steady State Fate,"['Utility', 'Logic', 'Mixer', 'Polarizer', 'Switch', 'Comparator', 'CV Modulation', 'Waveshaper']",6,25.0,20.0,20.0,0.0,189.0,1428,4.9,21.0,Discontinued,1
1260,16 Voice DEMON CORE OSCILLATOR,Supercritical Synthesizers,['Oscillator'],12,25.0,120.0,20.0,0.0,490.0,1428,5.0,10.0,Available,1
1261,Stepper Acid,Transistor Sounds Labs,['Sequencer'],32,32.0,100.0,,,349.0,1426,4.76,21.0,,0
1262,Control Voltage Processor,Verbos Electronics,"['Attenuator', 'CV Modulation', 'Mixer', 'Slew Limiter', 'Envelope Generator', 'Function Generator', 'Utility', 'VCA']",18,30.0,85.0,83.0,0.0,535.0,1426,4.43,7.0,Available,0
1263,ADDAC112 Controls,ADDAC System,"['Digital', 'Sampling']",32,45.0,240.0,70.0,0.0,540.0,1423,4.25,4.0,Available,0
1264,3340 VCO,Electrosmith,['Oscillator'],6,37.0,38.0,27.0,0.0,88.0,1421,4.57,7.0,Discontinued,0
1265,Visual Cortex,LZX Industries,['Video'],26,45.0,180.0,220.0,0.0,765.0,1418,4.82,11.0,Discontinued,0
1266,PPM,Mannequins,['Expander'],2,,25.0,22.0,0.0,,1414,,0.0,,0
1267,ADDAC215,ADDAC System,"['Dual/Stereo', 'Sample and Hold', 'Slew Limiter', 'Random', 'Noise']",6,40.0,50.0,50.0,,125.0,1413,4.89,9.0,Available,0
1268,Shuttle Control (black),Endorphin.es,"['MIDI', 'Power', 'Clock Generator', 'Controller', 'CV Modulation', 'Envelope Generator', 'Expression', 'Function Generator']",12,35.0,200.0,100.0,0.0,499.0,1412,3.75,8.0,Available,1
1269,Black VC EG,Erica Synths,['Envelope Generator'],10,25.0,30.0,15.0,0.0,190.0,1412,4.8,5.0,Available,1
1270,Amps,Intellijel,"['Distortion', 'Dual/Stereo', 'Dynamics', 'Polarizer', 'Ring Modulator', 'VCA', 'Mixer', 'Utility']",6,36.0,40.0,46.0,,127.0,1411,5.0,9.0,Available,1
1271,RT60,Qu-Bit Electronix,"['Delay', 'Effect', 'Pitch Shifter ', 'Digital', 'Reverb', 'Dual/Stereo']",8,47.0,70.0,9.0,,180.0,1408,3.45,20.0,Discontinued,1
1272,Midi to Clock V2,Erica Synths,"['Clock Generator', 'MIDI']",6,20.0,25.0,0.0,0.0,140.0,1408,4.29,17.0,Available,1
1273,Poti II,Xaoc Devices,['Expander'],4,32.0,10.0,0.0,0.0,90.0,1405,4.75,4.0,Available,1
1274,A-118,Doepfer,"['Noise', 'Random']",8,32.0,20.0,12.0,0.0,85.0,1404,3.8,10.0,Available,0
1275,1630 Bode Frequency Shifter,Behringer,"['Pitch Shifter ', 'Effect', 'Phase Shifter', 'Ring Modulator']",14,30.0,110.0,110.0,0.0,150.0,1404,3.19,16.0,Available,0
1276,uO_c (aluminum panel),Grayscale,"['CV Modulation', 'Digital', 'Quad']",8,25.0,85.0,10.0,0.0,,1401,4.83,6.0,,1
1277,Nerdseq – IO Expander,XOR Electronics,['Expander'],6,,,,,55.0,1400,4.5,6.0,Available,0
1278,AI004 OTA VCF,AI Synthesis,['Filter'],8,60.0,15.0,14.0,0.0,143.0,1398,,8.0,Available,1
1279,4x4x4,Manhattan Analog,"['Multiple', 'Quad']",4,10.0,,,,46.0,1397,4.5,6.0,Available,0
1280,Domino,Eowave,"['Oscillator', 'Synth Voice', 'VCA']",10,37.0,50.0,26.0,,299.0,1395,4.8,15.0,Available,0
1281,μScale [v1],Intellijel,['Quantizer'],4,62.0,60.0,7.0,0.0,158.0,1395,4.4,10.0,Discontinued,0
1282,TOMS,Erica Synths,['Drum'],16,40.0,80.0,30.0,0.0,300.0,1393,4.0,5.0,Available,1
1283,MiniMod DH-ADSR Envelope (Dark Edition),AJH Synth,"['Envelope Generator', 'LFO']",10,26.0,30.0,12.0,0.0,266.0,1391,4.5,6.0,Available,0
1284,Bytom,Xaoc Devices,"['Utility', 'Logic']",6,25.0,10.0,10.0,0.0,80.0,1390,4.8,11.0,Available,0
1285,Filt,2hp,['Filter'],2,50.0,40.0,39.0,0.0,134.0,1389,2.5,5.0,Discontinued,1
1286,Pico Noise,Erica Synths,"['Drum', 'Noise']",3,35.0,27.0,25.0,,110.0,1389,,0.0,,1
