,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
359,Pico Voice,Erica Synths,"['Oscillator', 'Synth Voice']",3,35.0,30.0,20.0,,120.0,4890,4.29,24.0,Available,1
360,Korgasmatron II,Intellijel,"['Filter', 'Oscillator', 'Dual/Stereo', 'Distortion']",20,38.0,98.0,88.0,0.0,389.0,4879,4.47,66.0,Discontinued,0
361,Chipz,Cre8audio,"['Dual/Stereo', 'LFO', 'Oscillator']",12,30.0,35.0,19.0,30.0,99.0,4875,2.84,43.0,Available,0
362,Voltage Block (Black Panel),Malekko Heavy Industry,"['CV Modulation', 'Digital', 'Quantizer', 'Sequencer']",20,20.0,120.0,15.0,0.0,418.0,4848,4.57,23.0,Available,0
363,Bassline,Erica Synths,"['Filter', 'Oscillator', 'Synth Voice']",14,35.0,78.0,70.0,0.0,290.0,4836,4.45,22.0,Available,1
364,Tete,Intellijel,"['Controller', 'Sequencer', 'Expander']",8,39.0,120.0,6.0,,269.0,4830,4.59,32.0,Available,1
365,Surface,Qu-Bit Electronix,"['Digital', 'Oscillator', 'Synth Voice', 'Dual/Stereo']",10,,60.0,60.0,0.0,314.0,4820,4.12,17.0,Available,1
366,JUST FRIENDS (v2-Gold Clouds),Mannequins,"['Envelope Generator', 'Function Generator', 'LFO', 'Oscillator', 'Utility', 'Waveshaper']",14,30.0,96.0,30.0,0.0,375.0,4817,4.68,38.0,Available,0
367,Percall,Befaco,"['Envelope Generator', 'Mixer', 'VCA', 'Quad']",12,25.0,80.0,60.0,0.0,230.0,4812,4.5,20.0,Available,1
368,Black Blank panel 1HP,Erica Synths,['Blank Panel'],1,,,,,4.0,4809,,,Available,0
369,sequential switch 962,Behringer,"['Sequencer', 'Switch']",8,31.0,40.0,20.0,0.0,55.0,4800,2.4,15.0,Available,0
370,FALISTRI,Frap Tools,"['Clock Generator', 'Envelope Generator', 'Frequency Divider', 'LFO', 'Oscillator', 'Ring Modulator', 'Slew Limiter', 'VCA']",18,38.0,170.0,170.0,,365.0,4795,4.73,66.0,Available,1
371,ROW POWER 45,4ms Company,['Power'],4,27.0,,,,174.0,4791,4.36,11.0,Available,0
372,SYSTEM 100 172 PHASE SHIFTER/AUDIO DELAY/GATE DELAY/LFO,Behringer,"['CV Modulation', 'Delay', 'Effect', 'LFO', 'Phase Shifter']",16,44.0,60.0,60.0,0.0,98.0,4783,3.0,19.0,Available,0
373,Akemie's Castle,ALM Busy Circuits,['Oscillator'],38,25.0,120.0,60.0,0.0,618.0,4763,4.66,38.0,Available,0
374,Pizza,Bastl Instruments,"['Oscillator', 'Digital']",8,24.0,90.0,20.0,0.0,309.0,4756,4.79,29.0,Available,0
375,modDemix (black panel),Make Noise,"['Dual/Stereo', 'Mixer', 'Ring Modulator', 'VCA']",6,24.0,30.0,30.0,0.0,126.0,4747,4.35,20.0,Available,0
376,Poly 2,Polyend,"['External', 'MIDI', 'Quantizer', 'Utility']",14,24.0,160.0,14.0,0.0,349.0,4701,4.43,23.0,Discontinued,0
377,SYSTEM 100 173 QUAD SIGNAL GATE/ PATCH BAY,Behringer,"['Multiple', 'Quad', 'Switch']",16,28.0,40.0,40.0,0.0,59.0,4694,3.65,17.0,Available,0
378,Pico VCO,Erica Synths,"['Oscillator', 'LFO']",3,35.0,26.0,4.0,0.0,100.0,4689,4.03,36.0,,1
379,Ghost (black),Endorphin.es,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Filter', 'Reverb']",16,26.0,135.0,35.0,0.0,475.0,4689,4.38,13.0,Available,1
380,A-183-2,Doepfer,"['Attenuator', 'CV Modulation', 'Polarizer']",4,20.0,10.0,10.0,0.0,45.0,4688,4.23,30.0,Available,0
381,Teletype,Monome,"['Controller', 'Logic', 'Random', 'Sequencer', 'Clock Generator', 'Function Generator']",18,32.0,72.0,12.0,0.0,341.0,4683,4.64,50.0,Discontinued,0
382,Verb (Black Panel),2hp,"['Dual/Stereo', 'Effect', 'Reverb']",2,42.0,81.0,28.0,0.0,134.0,4670,3.87,23.0,Available,1
383,Aurora,Qu-Bit Electronix,"['Dual/Stereo', 'Effect', 'Pitch Shifter ', 'Reverb']",12,22.0,215.0,5.0,0.0,341.0,4630,4.44,16.0,Available,1
384,Hysteria,Dreadbox,"['Clock Generator', 'Oscillator', 'Quantizer']",10,35.0,114.0,46.0,,139.0,4628,4.16,25.0,Available,0
385,A-190-3,Doepfer,['MIDI'],6,55.0,60.0,10.0,0.0,130.0,4606,4.2,30.0,Available,0
386,A-110-2,Doepfer,['Oscillator'],8,50.0,150.0,30.0,0.0,125.0,4604,4.04,28.0,Available,0
387,BD909,Tiptop Audio,['Drum'],8,36.0,34.0,21.0,0.0,170.0,4604,4.18,28.0,Available,1
388,A-161,Doepfer,"['Sequencer', 'Expander', 'Clock Modulator']",4,40.0,20.0,0.0,0.0,55.0,4598,3.97,39.0,Available,0
389,Ceis,Instruō,"['Envelope Generator', 'Clock Modulator']",8,27.0,60.0,30.0,,150.0,4600,4.3,20.0,Available,1
390,Black Joystick2,Erica Synths,"['Controller', 'CV Modulation', 'LFO', 'Random']",12,30.0,71.0,20.0,0.0,210.0,4578,4.59,22.0,Available,1
391,A-150,Doepfer,"['Dual/Stereo', 'Switch']",4,30.0,30.0,10.0,0.0,45.0,4563,4.35,34.0,Available,0
392,Chronoblob2,Alright Devices,"['Delay', 'Digital', 'Dual/Stereo', 'Effect']",12,30.0,80.0,15.0,0.0,315.0,4561,4.53,32.0,Available,1
393,Pulses Mk II,Music Thing Modular,"['Expander', 'Logic']",4,25.0,10.0,0.0,0.0,37.0,4550,4.55,22.0,Available,0
394,CRATER,WMD,"['Drum', 'Oscillator']",8,38.0,120.0,80.0,0.0,298.0,4548,4.62,24.0,Available,0
395,Pico SEQ,Erica Synths,['Sequencer'],3,35.0,55.0,4.0,0.0,120.0,4543,4.38,24.0,,1
396,Turing Machine Mk II (Black),Music Thing Modular,"['Random', 'Sequencer']",10,38.0,40.0,0.0,0.0,99.0,4538,4.72,32.0,Available,0
397,Buff,2hp,"['Multiple', 'Utility']",2,42.0,16.0,16.0,0.0,71.0,4537,2.8,5.0,Available,1
398,Steve's MS-22,ThreeTom Modular,"['Attenuator', 'Filter', 'VCA', 'Oscillator']",4,45.0,100.0,100.0,0.0,235.0,4534,4.79,66.0,Available,1
399,FOUR PLAY,Behringer,"['VCA', 'Mixer', 'Quad']",12,41.0,100.0,100.0,0.0,99.0,4524,1.23,192.0,Available,0
400,O'Tool Plus,Dave Jones Design,"['Utility', 'Dual/Stereo', 'Tuner']",8,40.0,80.0,22.0,0.0,339.0,4524,4.57,65.0,Discontinued,0
401,Pluck,2hp,"['Digital', 'Oscillator', 'Synth Voice']",2,42.0,78.0,6.0,0.0,133.0,4521,4.14,22.0,Available,1
402,Qx,Intellijel,"['Clock Generator', 'Digital', 'Expander', 'Function Generator', 'Logic', 'Quad', 'Utility']",4,22.0,8.0,0.0,,62.0,4520,4.73,15.0,Available,1
403,Buchla 257t,Tiptop Audio,"['Attenuator', 'Dual/Stereo', 'CV Modulation', 'Mixer']",14,25.0,45.0,22.0,0.0,210.0,4500,4.38,8.0,Available,0
404,Performance mixer,WMD,"['Mixer', 'Panning', 'Attenuator', 'Controller', 'External', 'VCA']",40,45.0,450.0,430.0,0.0,699.0,4497,4.67,42.0,Discontinued,1
405,RCD Breakout v1.1,4ms Company,"['Expander', 'Clock Modulator']",4,29.0,,,,92.0,4478,4.31,36.0,Available,0
406,SCM - Shuffling Clock Multiplier V2,4ms Company,['Clock Modulator'],4,35.0,60.0,0.0,0.0,139.0,4477,4.33,39.0,Available,0
407,Listen IO,4ms Company,"['Dual/Stereo', 'External', 'Mixer', 'PreAmp', 'Utility']",6,24.0,62.0,55.0,0.0,113.0,4476,4.23,13.0,Available,1
408,CP909,Tiptop Audio,['Drum'],4,36.0,6.0,10.0,0.0,125.0,4470,3.85,26.0,Available,1
409,914,Behringer,"['Filter', 'Equalizer']",28,42.0,60.0,70.0,0.0,78.0,4470,3.28,18.0,Available,0
410,Performance Mixer (black),WMD,"['Attenuator', 'Controller', 'External', 'Mixer', 'Panning', 'VCA']",40,45.0,450.0,430.0,0.0,694.0,4463,4.65,20.0,Discontinued,1
411,"Minimod Transistor Ladder Filter ""Dark Edition""",AJH Synth,"['Filter', 'Mixer']",14,26.0,45.0,30.0,0.0,289.0,4441,4.77,31.0,Available,0
412,Squawk Dirty To Me (black),Endorphin.es,"['Filter', 'VCA', 'Dual/Stereo', 'Digital', 'Effect', 'Low Pass Gate']",6,26.0,120.0,15.0,0.0,199.0,4425,3.45,20.0,Available,1
413,0-Coast,Make Noise,"['Function Generator', 'Low Pass Gate', 'MIDI', 'Mixer', 'Synth Voice', 'Oscillator', 'Sample and Hold']",45,,400.0,,,575.0,4411,4.69,80.0,Available,0
414,S.B.G,ALM Busy Circuits,"['Attenuator', 'External', 'Utility', 'Mixer']",4,22.0,30.0,30.0,,119.0,4395,4.35,17.0,Available,0
415,Fracture (Black),WMD,"['Drum', 'Dual/Stereo', 'Noise', 'Oscillator']",8,30.0,63.0,17.0,,358.0,4395,4.67,12.0,Available,0
416,Navigator,Acid Rain Technology,"['Attenuator', 'Controller', 'Mixer', 'Polarizer', 'Utility']",4,25.0,11.0,8.0,0.0,80.0,4387,4.64,11.0,Available,1
417,Scan & Pan,Verbos Electronics,"['Mixer', 'Panning', 'Quad', 'Dual/Stereo', 'VCA']",14,26.0,50.0,20.0,0.0,439.0,4369,4.44,25.0,Available,0
418,Nostalgia,Dreadbox,"['Delay', 'Effect', 'External', 'LFO']",10,35.0,117.0,25.0,0.0,99.0,4365,4.14,22.0,Available,0
419,Metron (Black),WMD,['Sequencer'],36,31.0,240.0,0.0,0.0,849.0,4317,4.92,24.0,Available,0
420,Tš-L v2,Instruō,"['Oscillator', 'Waveshaper', 'LFO']",6,42.0,60.0,40.0,0.0,308.0,4311,4.5,18.0,Available,0
421,Ultra-Random Analog,Steady State Fate,"['Random', 'Sample and Hold', 'Noise', 'Clock Generator', 'Envelope Generator', 'Slew Limiter', 'Clock Modulator', 'Oscillator']",10,33.0,76.0,47.0,0.0,345.0,4311,4.62,80.0,Discontinued,1
422,Volts,Music Thing Modular,['Expander'],4,24.0,,,,44.0,4307,3.95,19.0,,0
423,A*B+C,Befaco,"['Mixer', 'Ring Modulator', 'VCA', 'Dual/Stereo', 'Attenuator', 'Polarizer']",6,30.0,40.0,40.0,0.0,140.0,4296,4.68,38.0,Available,1
424,Z4000 VC-EG,Tiptop Audio,['Envelope Generator'],8,28.0,34.0,18.0,0.0,150.0,4271,4.42,62.0,Available,1
425,A-171-2,Doepfer,"['Envelope Generator', 'Function Generator', 'LFO', 'Oscillator', 'Slew Limiter']",8,60.0,30.0,30.0,0.0,120.0,4270,4.31,45.0,Available,0
426,DPO (white knobs),Make Noise,"['Dual/Stereo', 'LFO', 'Oscillator', 'Waveshaper']",28,30.0,70.0,70.0,0.0,679.0,4238,4.44,25.0,Available,0
427,Hexpander,Befaco,"['Expander', 'External', 'Mixer', 'Utility', 'Dual/Stereo']",28,27.0,137.0,64.0,0.0,339.0,4218,4.5,8.0,Available,0
428,Receive 2,Joranalogue Audio Design,['External'],6,45.0,35.0,35.0,0.0,215.0,4214,4.71,14.0,Available,1
429,meloDICER,Vermona,"['Sequencer', 'Quantizer', 'Random']",34,25.0,150.0,50.0,0.0,436.0,4212,4.74,38.0,Available,0
430,A-151v,Doepfer,"['Quad', 'Switch']",4,35.0,20.0,10.0,0.0,60.0,4211,4.86,14.0,Available,0
431,Mysteron,Make Noise,"['Digital', 'Oscillator']",14,24.0,95.0,25.0,0.0,284.0,4202,4.17,69.0,Discontinued,1
432,Neutron,Behringer,"['Delay', 'Distortion', 'Synth Voice']",80,35.0,750.0,0.0,0.0,299.0,4197,4.2,71.0,Available,0
433,Quad Pingable LFO,4ms Company,"['Clock Modulator', 'Digital', 'LFO', 'Quad']",12,40.0,154.0,73.0,0.0,315.0,4195,4.21,42.0,Available,0
434,Kamieniec,Xaoc Devices,"['LFO', 'Phase Shifter']",9,20.0,40.0,40.0,,240.0,4192,4.64,39.0,Available,1
435,Nerdseq Black Aluminium Front,XOR Electronics,"['Clock Modulator', 'CV Modulation', 'Sampling', 'Sequencer', 'Envelope Generator', 'LFO', 'Synth Voice']",32,25.0,150.0,40.0,0.0,598.0,4175,4.72,76.0,Available,0
436,Trigger Riot,Tiptop Audio,"['Clock Generator', 'Clock Modulator', 'Logic', 'Random', 'Sequencer']",28,28.0,200.0,0.0,0.0,499.0,4172,4.36,47.0,Available,1
437,Voltage Multistage,Verbos Electronics,"['Envelope Generator', 'Function Generator', 'LFO', 'Sequencer', 'Dual/Stereo']",30,26.0,70.0,30.0,0.0,599.0,4168,4.59,32.0,Available,0
438,Optomix (black panel),Make Noise,"['Dual/Stereo', 'Filter', 'Low Pass Gate', 'VCA']",8,24.0,25.0,25.0,,295.0,4156,4.23,13.0,Available,0
439,Buffered Mult,4ms Company,"['Multiple', 'Video']",3,18.0,13.0,13.0,0.0,89.0,4146,4.61,23.0,Available,0
440,Dark Matter,Bastl Instruments,"['Mixer', 'Distortion', 'Effect', 'Envelope Follower']",13,24.0,75.0,75.0,0.0,358.0,4134,4.5,24.0,Available,0
441,Mixer,Pittsburgh Modular,"['Mixer', 'Attenuator', 'TrueGrid']",8,20.0,10.0,10.0,0.0,85.0,4116,4.2,55.0,Discontinued,0
442,VC ADSR,Befaco,['Envelope Generator'],8,30.0,55.0,15.0,0.0,160.0,4102,4.55,31.0,Available,1
443,multimode filter / resonator 1047,Behringer,"['Filter', 'Resonator']",16,43.0,55.0,45.0,,95.0,4102,3.0,20.0,Available,0
444,Bard Quartet,Shakmat,"['Quantizer', 'Quad']",10,29.0,60.0,10.0,0.0,395.0,4091,4.75,51.0,Available,1
445,KNIT,Antumbra,"['Digital', 'Drum', 'Noise', 'Oscillator', 'Synth Voice']",6,40.0,50.0,5.0,0.0,170.0,4080,4.5,30.0,Available,0
446,A-101-2,Doepfer,"['Low Pass Gate', 'Filter', 'VCA']",8,50.0,20.0,20.0,0.0,90.0,4078,3.95,44.0,Available,0
447,MUM M8,ALM Busy Circuits,"['Filter', 'VCA', 'Distortion']",8,32.0,40.0,40.0,0.0,216.0,4075,4.62,16.0,Available,0
448,ROW POWER 30,4ms Company,['Power'],4,28.0,,,,129.0,4069,4.55,31.0,Discontinued,0
449,Tiny MIDI breakout TMB,Expert Sleepers,"['Expander', 'MIDI', 'Utility']",2,30.0,,,,45.0,4055,4.6,5.0,Available,0
450,A-182-2,Doepfer,"['Quad', 'Switch']",4,20.0,,,,60.0,4054,4.73,11.0,Available,0
451,STMIX,Befaco,"['Mixer', 'Dual/Stereo']",6,20.0,8.0,10.0,0.0,149.0,4051,4.18,17.0,Discontinued,0
452,Jumble Henge,ALM Busy Circuits,"['Dual/Stereo', 'Equalizer', 'Mixer', 'Panning']",8,38.0,70.0,70.0,0.0,250.0,4032,4.57,14.0,Available,0
453,Black Stereo Mixer V2,Erica Synths,['Mixer'],10,35.0,25.0,15.0,,130.0,4024,4.23,26.0,Available,1
454,2LPG v2,Takaab,"['Dual/Stereo', 'Low Pass Gate', 'VCA']",2,25.0,,,,34.0,4016,4.74,27.0,Available,1
455,Sarajewo,Xaoc Devices,"['Delay', 'Effect']",12,,180.0,120.0,0.0,420.0,4008,4.64,25.0,Available,1
456,Black Octasource,Erica Synths,['LFO'],12,25.0,82.0,44.0,,280.0,4001,4.59,29.0,Available,1
457,W/,Mannequins,"['Effect', 'Pitch Shifter ', 'Sampling']",2,39.0,59.0,13.0,0.0,240.0,3995,4.08,26.0,Available,1
458,Black Hole DSP,Erica Synths,"['Effect', 'Delay', 'Digital', 'Reverb']",14,25.0,135.0,31.0,,230.0,3991,4.17,40.0,,1
459,DPO (black panel),Make Noise,"['CV Modulation', 'LFO', 'Oscillator', 'Dual/Stereo', 'Waveshaper']",28,30.0,70.0,70.0,0.0,675.0,3991,4.44,16.0,,0
460,M303,Acidlab,"['Filter', 'Oscillator', 'VCA', 'Synth Voice', 'Envelope Generator']",16,41.0,60.0,20.0,0.0,303.0,3990,4.38,34.0,Available,0
461,921A Oscillator Driver,Behringer,"['Expander', 'Oscillator', 'CV Modulation', 'Utility']",8,35.0,25.0,25.0,0.0,62.0,3988,2.5,10.0,Available,0
462,Zularic Repetitor,Noise Engineering,"['Clock Modulator', 'Quad', 'Sequencer']",8,26.0,50.0,5.0,0.0,215.0,3974,4.21,33.0,Available,1
463,Hel,Xaoc Devices,['Expander'],3,30.0,20.0,0.0,0.0,75.0,3973,4.4,10.0,Available,0
464,Mult,After Later Audio,['Multiple'],2,29.0,20.0,20.0,,45.0,3973,4.45,11.0,Available,0
465,Tune,2hp,"['CV Modulation', 'Quantizer', 'Utility']",2,42.0,40.0,3.0,0.0,98.0,3965,3.78,18.0,Available,1
466,A-196,Doepfer,"['Filter', 'Oscillator', 'Effect']",8,40.0,40.0,10.0,0.0,70.0,3963,4.26,58.0,Available,0
467,A-136,Doepfer,"['Waveshaper', 'Distortion']",8,45.0,30.0,10.0,0.0,60.0,3962,3.63,30.0,Available,0
468,A-106-5 SE,Doepfer,['Filter'],8,55.0,30.0,20.0,0.0,90.0,3946,4.57,28.0,Available,0
469,Hat,2hp,['Drum'],2,42.0,83.0,2.0,0.0,125.0,3945,3.82,17.0,Available,1
470,Instant LoFi Junky,Zvex,"['Distortion', 'Effect', 'Filter', 'Pitch Shifter ']",10,26.0,85.0,50.0,0.0,329.0,3925,4.55,31.0,Discontinued,0
471,Mimetic Digitalis,Noise Engineering,"['CV Modulation', 'Random', 'Sequencer']",10,26.0,58.0,22.0,0.0,314.0,3919,4.48,23.0,Available,1
472,DTM,Manhattan Analog,"['Mixer', 'Utility', 'Distortion']",4,39.0,12.0,12.0,0.0,99.0,3912,4.71,45.0,Available,0
473,HiPass,Shakmat,"['Equalizer', 'Filter', 'Quad']",2,40.0,15.0,15.0,0.0,85.0,3912,4.71,41.0,Available,1
474,ADSR (Black Panel),2hp,['Envelope Generator'],2,45.0,24.0,7.0,0.0,98.0,3903,3.29,7.0,Available,1
475,Hermod,Squarp Instruments,"['MIDI', 'Sequencer', 'CV Modulation', 'LFO', 'External', 'Multiple', 'Quantizer']",26,30.0,310.0,30.0,,475.0,3892,4.5,16.0,Available,0
476,modDemix,Make Noise,"['Mixer', 'Ring Modulator', 'VCA', 'Dual/Stereo']",6,24.0,30.0,30.0,0.0,136.0,3856,4.14,69.0,Discontinued,0
477,Stereo Dipole (Black and Gold),Steady State Fate,"['Dual/Stereo', 'Filter', 'Oscillator', 'Panning', 'Phase Shifter']",20,23.0,150.0,150.0,0.0,356.0,3854,4.4,30.0,Available,0
478,Amplitude & Tone Controller,Verbos Electronics,"['Filter', 'VCA', 'Distortion', 'Low Pass Gate']",16,26.0,30.0,20.0,,359.0,3852,4.56,39.0,Available,0
479,Ansible,Monome,"['Controller', 'Expander', 'MIDI', 'Sequencer']",6,39.0,200.0,19.0,0.0,250.0,3823,4.78,23.0,,1
480,Quadigy,Klavis,"['Envelope Generator', 'LFO', 'Quad']",14,21.0,24.0,10.0,40.0,309.0,3818,4.7,46.0,Available,1
481,Outs,Pittsburgh Modular,"['External', 'TrueGrid']",6,43.0,20.0,20.0,0.0,105.0,3816,3.96,46.0,Discontinued,0
482,Entity Ultra-Kick,Steady State Fate,"['Drum', 'Envelope Generator', 'Synth Voice']",14,23.0,110.0,110.0,0.0,298.0,3803,4.86,22.0,Available,1
483,Disting mk1,Expert Sleepers,"['Delay', 'LFO', 'Oscillator', 'Sample and Hold', 'Slew Limiter', 'Waveshaper', 'Quantizer', 'Comparator']",4,53.0,111.0,37.0,0.0,149.0,3795,4.4,68.0,Discontinued,0
484,Noise Plethora,Befaco,"['Filter', 'Noise', 'Synth Voice']",14,25.0,110.0,67.0,0.0,350.0,3791,4.79,24.0,Available,1
485,Mutamix,Intellijel,"['Attenuator', 'Mixer', 'Sequencer', 'Switch']",18,38.0,58.0,44.0,0.0,295.0,3790,4.31,42.0,Discontinued,0
486,Steady State Gate,Steady State Fate,"['Distortion', 'Drum', 'Dynamics', 'Envelope Generator', 'Filter', 'Low Pass Gate', 'VCA', 'Waveshaper']",8,23.0,76.0,72.0,0.0,221.0,3790,4.74,23.0,Available,1
487,HexMix VCA,Befaco,"['Attenuator', 'Mixer', 'VCA']",14,30.0,50.0,50.0,0.0,265.0,3784,4.08,12.0,Available,1
488,Pip Slope,ALM Busy Circuits,"['Envelope Generator', 'Function Generator', 'LFO']",4,32.0,50.0,50.0,0.0,99.0,3768,4.5,24.0,Discontinued,0
489,Quad-Atten,Steady State Fate,"['Attenuator', 'Quad']",4,25.0,,,,62.0,3763,4.48,25.0,Discontinued,1
490,nRings (Black/Gold),After Later Audio,"['Digital', 'Effect', 'Filter', 'Reverb']",8,25.0,110.0,5.0,,212.0,3742,4.33,6.0,Available,0
491,Lifeforms SV-1,Pittsburgh Modular,"['Envelope Generator', 'Filter', 'LFO', 'MIDI', 'Oscillator', 'VCA', 'Synth Voice']",48,35.0,230.0,200.0,,585.0,3733,4.39,41.0,Available,1
492,Linix,Intellijel,"['Mixer', 'VCA']",16,28.0,88.0,84.0,0.0,345.0,3729,4.63,52.0,Discontinued,0
493,Pico Quant,Erica Synths,['Quantizer'],3,35.0,25.0,6.0,0.0,120.0,3722,4.59,17.0,Available,1
494,Pluck (Black Panel),2hp,"['Oscillator', 'Digital', 'Synth Voice']",2,42.0,78.0,6.0,0.0,133.0,3721,3.9,10.0,Available,1
495,Stereo Triggered Sampler,4ms Company,"['Sampling', 'Digital', 'Dual/Stereo', 'Oscillator', 'Synth Voice']",20,25.0,145.0,39.0,0.0,469.0,3714,4.52,27.0,Available,1
496,A-170,Doepfer,"['Slew Limiter', 'Envelope Generator', 'Dual/Stereo']",8,40.0,20.0,20.0,0.0,65.0,3710,3.75,28.0,Available,0
497,Mutant Bassdrum,Hexinverter Électronique,"['Distortion', 'Drum', 'Effect']",13,35.0,55.0,45.0,0.0,224.0,3701,4.21,42.0,Available,1
498,DXG,Make Noise,"['Dual/Stereo', 'Low Pass Gate', 'Mixer', 'VCA']",8,43.0,74.0,86.0,0.0,248.0,3700,4.75,8.0,Available,0
499,A-143-3,Doepfer,"['LFO', 'Quad', 'Clock Generator']",14,40.0,70.0,60.0,0.0,115.0,3693,3.89,38.0,Available,0
500,Freez,2hp,"['Effect', 'Sampling']",2,42.0,95.0,27.0,0.0,115.0,3686,4.05,21.0,Discontinued,1
501,MIDI Breakout,Expert Sleepers,['MIDI'],4,27.0,,,,49.0,3685,4.15,13.0,Available,0
502,CM1A,Behringer,"['Digital', 'MIDI']",6,56.0,70.0,10.0,,95.0,3671,1.38,21.0,Available,0
503,ornament+crime (pcb panel),Oscillosaurus,"['CV Modulation', 'Digital', 'Function Generator', 'Quantizer']",14,25.0,85.0,10.0,,225.0,3649,4.48,23.0,,0
504,Spectrum,Steady State Fate,"['Oscillator', 'LFO']",10,25.0,80.0,55.0,0.0,249.0,3648,4.53,40.0,Discontinued,1
505,Pico A MIX,Erica Synths,"['Mixer', 'Utility']",3,35.0,5.0,5.0,0.0,50.0,3647,3.86,14.0,,1
506,ER-301: Sound Computer,Orthogonal Devices,"['Digital', 'Sampling']",30,25.0,300.0,20.0,0.0,797.0,3631,4.68,62.0,Available,1
507,Kraken,WMD,['Drum'],8,30.0,61.0,17.0,0.0,269.0,3624,4.6,15.0,Available,0
508,Z-DSP,Tiptop Audio,"['Delay', 'Digital', 'Effect', 'Filter', 'Pitch Shifter ', 'Reverb', 'Panning', 'Phase Shifter']",28,59.0,130.0,36.0,0.0,355.0,3617,4.17,48.0,Available,1
509,vincâ,Instruō,"['Dual/Stereo', 'VCA', 'Ring Modulator']",4,27.0,30.0,30.0,0.0,218.0,3617,4.5,10.0,Available,0
510,Gx,Intellijel,"['Clock Generator', 'Expander', 'Logic', 'Sequencer', 'Utility']",4,22.0,8.0,0.0,,64.0,3591,4.86,7.0,Available,1
511,saïch,Instruō,"['Oscillator', 'Quad']",12,27.0,110.0,90.0,0.0,538.0,3589,4.21,14.0,Available,0
512,Sinc Bucina,Noise Engineering,"['Envelope Generator', 'VCA', 'Low Pass Gate', 'Function Generator', 'Slew Limiter']",4,26.0,45.0,40.0,0.0,182.0,3587,4.62,13.0,Available,1
513,Ts-L,Instruō,"['Oscillator', 'Waveshaper']",6,42.0,80.0,75.0,0.0,250.0,3581,4.35,17.0,Available,1
514,995,Behringer,['Attenuator'],8,35.0,,,,49.0,3568,2.92,13.0,Available,0
515,Chronoblob,Alright Devices,"['Delay', 'Effect', 'Digital']",10,30.0,90.0,30.0,0.0,225.0,3559,4.53,53.0,Discontinued,1
516,A-138nV,Doepfer,"['Mixer', 'Quad']",4,30.0,10.0,10.0,0.0,60.0,3557,4.12,8.0,Available,0
517,Chaos,Clank,"['Clock Generator', 'CV Modulation', 'LFO', 'Random', 'Sample and Hold', 'Sequencer', 'Quantizer', 'Digital']",12,24.0,115.0,0.0,0.0,399.0,3551,4.88,25.0,Available,1
518,STMix (DIY Kit),Befaco,"['Dual/Stereo', 'Mixer']",6,20.0,8.0,10.0,0.0,70.0,3550,4.4,15.0,Available,0
519,Delta-V,Cosmotronic,"['Envelope Generator', 'LFO', 'Slew Limiter', 'VCA', 'Mixer', 'Function Generator']",10,20.0,70.0,70.0,0.0,229.0,3541,4.72,54.0,Available,1
520,A-140v,Doepfer,['Envelope Generator'],8,50.0,20.0,20.0,0.0,95.0,3539,4.33,15.0,Available,0
521,LRMSMSLR (Black and gold panel),WORNG Electronics,"['Mixer', 'Panning', 'Polarizer', 'Utility', 'Dual/Stereo']",4,37.0,30.0,30.0,0.0,70.0,3540,4.64,28.0,Available,1
522,DUAL BORG,Malekko Heavy Industry,"['Filter', 'Low Pass Gate', 'Dual/Stereo', 'VCA']",16,25.0,80.0,0.0,0.0,288.0,3538,4.5,58.0,Available,0
523,Praga,Xaoc Devices,"['Mixer', 'Panning', 'VCA', 'Dual/Stereo', 'Quad']",20,45.0,210.0,180.0,,460.0,3534,4.77,26.0,Available,1
524,Moskwa,Xaoc Devices,"['Sequencer', 'Clock Generator', 'Slew Limiter', 'Random', 'TrueGrid']",20,20.0,50.0,50.0,0.0,280.0,3534,4.44,54.0,Discontinued,0
525,A-135-1,Doepfer,"['Mixer', 'Quad', 'VCA']",18,45.0,60.0,60.0,,145.0,3532,4.26,31.0,Available,0
526,E440 Discrete OTA VCF,Synthesis Technology,['Filter'],14,32.0,23.0,23.0,0.0,375.0,3530,4.6,67.0,Discontinued,0
527,Vortices,Steady State Fate,"['Distortion', 'Mixer', 'Panning', 'VCA']",16,24.0,110.0,105.0,0.0,351.0,3528,4.69,16.0,Available,1
528,Wave Multipliers Serge modular,Random*Source,"['VCA', 'Waveshaper', 'Mixer']",18,40.0,45.0,40.0,0.0,300.0,3527,4.62,39.0,Available,0
529,Zadar (black panel),Xaoc Devices,"['Envelope Generator', 'LFO', 'Quad']",10,,90.0,40.0,,35.0,3525,4.7,10.0,Available,1
530,ZOIA Euroburo,Empress Effects,"['CV Modulation', 'Effect', 'Synth Voice', 'Utility', 'MIDI', 'Dual/Stereo', 'Sampling']",34,28.0,300.0,0.0,,750.0,3514,4.88,17.0,Available,0
531,DROID P2B8 Controller,Der Mann mit der Maschine,['Controller'],5,25.0,12.0,0.0,0.0,118.0,3504,4.8,50.0,Available,1
532,Quantum Rainbow 2,Steady State Fate,"['Noise', 'Random']",4,23.0,23.0,23.0,0.0,165.0,3503,4.53,30.0,Available,1
