,Name,Manufacturer,Functions,HP,Depth,+12V (mA),-12V (mA),+5V (mA),Price (€),Racks,Rating,Votes,Available,Approved
30,Dixie II+,Intellijel,"['LFO', 'Oscillator']",8,40.0,70.0,60.0,0.0,225.0,20306,4.61,116.0,Available,1
31,disting EX,Expert Sleepers,"['Effect', 'MIDI', 'Sampling', 'Utility', 'Drum', 'Function Generator', 'Quantizer', 'Synth Voice']",8,50.0,229.0,50.0,0.0,398.0,19530,4.44,87.0,Available,0
32,Plonk,Intellijel,"['Digital', 'Oscillator', 'Noise', 'Drum']",12,38.0,170.0,6.0,0.0,314.0,18915,4.43,99.0,Available,1
33,Mixup,Intellijel,"['Mixer', 'Multiple', 'Utility', 'Dual/Stereo']",6,29.0,15.0,16.0,0.0,99.0,18828,4.61,67.0,Available,0
34,Pico DRUMS,Erica Synths,"['Drum', 'Sampling']",3,35.0,35.0,4.0,0.0,120.0,18819,4.24,80.0,,1
35,A-180-2 Multiples,Doepfer,"['Multiple', 'Utility', 'Dual/Stereo']",2,18.0,,,,35.0,18589,4.2,60.0,Available,0
36,Magneto,Strymon,"['Delay', 'Dual/Stereo', 'Effect', 'Reverb', 'Sampling', 'Looper']",28,41.0,210.0,210.0,0.0,649.0,18045,4.68,92.0,Available,0
37,Quadrax,Intellijel,"['Envelope Generator', 'Function Generator', 'Quad', 'LFO', 'Clock Generator', 'CV Modulation']",14,38.0,106.0,9.0,,332.0,17488,4.64,81.0,Available,1
38,MATHS (black panel),Make Noise,"['Attenuator', 'CV Modulation', 'Envelope Follower', 'Envelope Generator', 'Function Generator', 'LFO', 'Logic', 'Slew Limiter']",20,24.0,60.0,50.0,0.0,325.0,17400,4.5,42.0,Available,0
39,Basimilus Iteritas Alter,Noise Engineering,"['Drum', 'Oscillator', 'Digital']",10,28.0,80.0,5.0,90.0,359.0,17228,4.65,172.0,Discontinued,1
40,Peaks,Mutable instruments,"['Drum', 'Envelope Generator', 'LFO', 'Delay', 'Sequencer', 'Dual/Stereo']",8,20.0,60.0,2.0,0.0,179.0,16921,4.48,213.0,Discontinued,1
41,Ripples,Mutable instruments,"['Filter', 'VCA', 'Oscillator']",8,20.0,35.0,35.0,0.0,175.0,16861,4.47,149.0,Discontinued,1
42,Optomix rev2 2016,Make Noise,"['Dual/Stereo', 'Filter', 'Low Pass Gate', 'Mixer', 'VCA', 'Envelope Generator']",8,24.0,25.0,25.0,0.0,199.0,16777,4.39,93.0,Available,0
43,STO,Make Noise,['Oscillator'],8,30.0,40.0,30.0,0.0,179.0,16708,4.42,134.0,,1
44,Veils (2020),Mutable instruments,"['Mixer', 'Quad', 'Utility', 'VCA']",10,10.0,50.0,50.0,0.0,179.0,16323,4.68,73.0,Discontinued,1
45,THREE SISTERS,Mannequins,"['Filter', 'Mixer', 'Dual/Stereo', 'Equalizer', 'Oscillator']",10,30.0,100.0,93.0,0.0,298.0,16205,4.73,154.0,,1
46,Rene,Make Noise,"['Sequencer', 'Logic']",34,24.0,80.0,0.0,0.0,560.0,15992,4.41,206.0,Discontinued,1
47,Tempi,Make Noise,"['Clock Generator', 'Clock Modulator', 'Controller', 'Dual/Stereo']",10,24.0,46.0,0.0,0.0,242.0,15834,4.22,94.0,Available,1
48,A-151,Doepfer,"['Switch', 'Quad']",4,35.0,20.0,10.0,0.0,60.0,15458,4.62,110.0,Available,0
49,μVCA II,Intellijel,"['Attenuator', 'Dual/Stereo', 'VCA', 'Mixer']",6,35.0,36.0,35.0,0.0,169.0,15424,4.44,154.0,Available,0
50,Data Bender,Qu-Bit Electronix,"['Digital', 'Distortion', 'Sampling', 'Dual/Stereo', 'Effect']",14,28.0,58.0,60.0,0.0,359.0,15396,4.5,62.0,Available,1
51,DFAM - Drummer From Another Mother,Moog Music Inc.,"['Clock Generator', 'Drum', 'Noise', 'Oscillator', 'Sequencer', 'Synth Voice']",60,26.0,230.0,0.0,0.0,565.0,15254,4.65,124.0,Available,0
52,Quadra,Intellijel,"['Envelope Generator', 'LFO', 'Quad', 'Function Generator']",12,38.0,98.0,53.0,0.0,275.0,14829,4.5,131.0,Available,1
53,Veils,Mutable instruments,"['VCA', 'Mixer', 'Utility', 'Quad']",12,10.0,50.0,50.0,0.0,179.0,14605,4.54,110.0,Discontinued,1
54,CP1-A,Behringer,['Power'],4,39.0,,,,65.0,14470,3.86,49.0,Available,0
55,Metropolis,Intellijel,"['Sequencer', 'Clock Modulator', 'Random', 'Clock Generator']",34,45.0,195.0,8.0,0.0,599.0,14460,4.66,152.0,Discontinued,0
56,arbhar,Instruō,"['Oscillator', 'Sampling', 'Effect', 'Delay', 'Digital', 'Dual/Stereo', 'Pitch Shifter ', 'Reverb']",18,42.0,250.0,30.0,0.0,660.0,14363,4.74,68.0,Available,0
57,Optomix,Make Noise,"['Filter', 'Mixer', 'VCA', 'Low Pass Gate', 'Dual/Stereo']",8,24.0,25.0,25.0,0.0,195.0,14261,4.3,178.0,,1
58,Braids (2015),Mutable instruments,"['Digital', 'Oscillator', 'Noise', 'Synth Voice']",16,20.0,100.0,15.0,0.0,349.0,14041,4.56,153.0,Discontinued,1
59,OUT V3,Befaco,"['External', 'Utility']",4,35.0,24.0,26.0,0.0,120.0,13950,4.42,52.0,Available,1
60,ES-9,Expert Sleepers,"['Clock Generator', 'Digital', 'Dual/Stereo', 'External', 'MIDI', 'Mixer']",16,50.0,451.0,133.0,0.0,559.0,13838,4.43,60.0,Available,0
61,Brains,Make Noise,['Sequencer'],4,36.0,10.0,0.0,0.0,105.0,13802,4.31,94.0,Discontinued,1
62,Tides,Mutable instruments,"['Clock Generator', 'Digital', 'Envelope Generator', 'Frequency Divider', 'Function Generator', 'LFO', 'Oscillator']",14,25.0,50.0,20.0,0.0,229.0,13668,4.67,88.0,Discontinued,1
63,Dual ADSR,Intellijel,"['Dual/Stereo', 'Envelope Generator']",14,38.0,60.0,49.0,0.0,255.0,13626,4.57,128.0,Discontinued,1
64,DPO,Make Noise,"['Dual/Stereo', 'Oscillator', 'Waveshaper', 'LFO']",28,30.0,70.0,70.0,0.0,556.0,13611,4.54,203.0,,1
65,Planar 2,Intellijel,"['Controller', 'CV Modulation', 'Mixer', 'Panning', 'Envelope Generator']",14,40.0,85.0,32.0,0.0,305.0,13576,4.68,71.0,Available,1
66,Erbe-Verb,Make Noise,"['Digital', 'Effect', 'Reverb']",20,30.0,149.0,15.0,0.0,452.0,13486,4.61,145.0,Available,1
67,Rene Mk2,Make Noise,"['Controller', 'CV Modulation', 'Quantizer', 'Sequencer', 'Logic']",34,24.0,235.0,0.0,0.0,473.0,13426,4.4,55.0,Available,1
68,A-138b,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,55.0,13280,3.64,101.0,Available,0
69,SYSTEM 100 140 DUAL ENVELOPE/LFO,Behringer,"['Envelope Generator', 'LFO', 'Dual/Stereo']",16,44.0,40.0,40.0,0.0,88.0,13056,3.54,39.0,Available,0
70,1hp Blank,Make Noise,['Blank Panel'],1,,,,,3.0,12892,4.18,28.0,,0
71,Warps,Mutable instruments,"['Digital', 'Oscillator', 'Ring Modulator', 'VCA', 'Waveshaper', 'Effect']",10,,110.0,5.0,0.0,229.0,12788,4.23,121.0,Discontinued,1
72,A-160-2,Doepfer,"['Clock Modulator', 'Frequency Divider']",4,35.0,50.0,0.0,0.0,100.0,12753,4.5,101.0,Available,0
73,Scales,Intellijel,"['Digital', 'Quantizer', 'Sample and Hold', 'Sequencer']",8,39.0,35.0,5.0,,258.0,12719,4.52,42.0,Available,1
74,Elements,Mutable instruments,"['Digital', 'Synth Voice']",34,25.0,130.0,10.0,0.0,529.0,12659,4.59,149.0,Discontinued,1
75,Desmodus Versio,Noise Engineering,"['Digital', 'Reverb', 'Effect', 'Dual/Stereo']",10,28.0,70.0,70.0,0.0,354.0,12601,4.68,87.0,Available,1
76,Ripples (2020),Mutable instruments,"['Filter', 'Oscillator', 'VCA']",8,25.0,35.0,35.0,0.0,169.0,12511,4.71,68.0,Discontinued,1
77,Mult,Intellijel,"['Multiple', 'Dual/Stereo']",2,15.0,,,,27.0,12471,4.35,55.0,Available,1
78,Mix,2hp,"['Attenuator', 'Mixer']",2,42.0,41.0,41.0,0.0,88.0,12244,3.89,36.0,Available,1
79,MANGROVE,Mannequins,['Oscillator'],10,30.0,58.0,54.0,0.0,284.0,12086,4.67,128.0,,1
80,Rainmaker,Intellijel,"['Delay', 'Effect', 'Digital', 'Dual/Stereo', 'Filter', 'Oscillator', 'Reverb', 'Clock Generator']",36,44.0,270.0,24.0,0.0,576.0,12081,4.71,95.0,,1
81,Rotating Clock Divider V2,4ms Company,"['Clock Modulator', 'Frequency Divider']",4,35.0,33.0,4.0,0.0,179.0,11899,4.5,96.0,Available,0
82,Kinks,Mutable instruments,"['Logic', 'Sample and Hold', 'Utility', 'Waveshaper', 'Noise']",4,12.0,25.0,25.0,0.0,99.0,11837,4.59,90.0,Discontinued,1
83,Rosie,Make Noise,"['Mixer', 'Utility', 'External']",8,29.0,45.0,40.0,0.0,125.0,11792,4.04,85.0,Discontinued,1
84,Metropolix,Intellijel,"['Clock Generator', 'Controller', 'CV Modulation', 'Digital', 'Envelope Generator', 'Function Generator', 'Sequencer']",34,25.0,95.0,10.0,,536.0,11720,4.77,71.0,Available,1
85,A-124,Doepfer,['Filter'],8,45.0,30.0,10.0,0.0,85.0,11569,4.38,114.0,Available,0
86,Voltage Block,Malekko Heavy Industry,"['CV Modulation', 'Quantizer', 'Sequencer', 'Digital']",20,20.0,120.0,15.0,0.0,418.0,11517,4.39,87.0,Discontinued,0
87,A-119,Doepfer,"['External', 'Envelope Follower', 'PreAmp', 'Controller', 'Comparator']",8,45.0,30.0,20.0,0.0,65.0,11260,3.89,96.0,Available,0
88,Belgrad,Xaoc Devices,"['Filter', 'Oscillator']",14,20.0,45.0,42.0,0.0,320.0,11166,4.75,126.0,Available,1
89,921B,Behringer,['Oscillator'],8,42.0,45.0,45.0,0.0,95.0,11083,3.0,16.0,Available,0
90,uZeus,Tiptop Audio,['Power'],4,34.0,,,,85.0,11070,4.34,118.0,Discontinued,1
91,Clep Diaz,Noise Engineering,"['CV Modulation', 'LFO', 'Random', 'Sequencer']",4,26.0,44.0,10.0,0.0,169.0,11029,4.64,42.0,Available,1
92,ES-8,Expert Sleepers,"['CV Modulation', 'Utility', 'External', 'Controller', 'MIDI']",8,50.0,198.0,52.0,0.0,435.0,10935,4.67,45.0,Available,0
93,A-100B2,Doepfer,['Blank Panel'],2,,,,,3.0,10651,4.69,16.0,Available,0
94,X-Pan,Make Noise,"['Dual/Stereo', 'Mixer', 'Panning', 'VCA']",10,30.0,145.0,110.0,,233.0,10614,4.68,28.0,Available,1
95,C4RBN,WMD,"['Filter', 'Waveshaper', 'Distortion']",4,38.0,92.0,82.0,0.0,268.0,10492,4.73,52.0,Available,0
96,LxD (Low Strike Duo),Make Noise,"['Filter', 'Low Pass Gate', 'Dual/Stereo', 'VCA']",4,36.0,20.0,20.0,0.0,99.0,10418,4.43,90.0,Available,1
97,Grids,Mutable instruments,['Sequencer'],16,20.0,25.0,1.0,0.0,199.0,10361,4.18,117.0,Discontinued,1
98,Function,Make Noise,"['Envelope Generator', 'LFO', 'Sample and Hold', 'Slew Limiter', 'Envelope Follower', 'Function Generator']",8,24.0,30.0,20.0,0.0,144.0,10358,4.46,114.0,,1
99,Yarns,Mutable instruments,"['MIDI', 'Sequencer', 'Oscillator', 'Quad']",12,20.0,60.0,2.0,0.0,299.0,10239,4.43,100.0,Discontinued,1
100,Dixie II,Intellijel,"['LFO', 'Oscillator']",6,37.0,42.0,37.0,0.0,235.0,10085,4.46,113.0,Discontinued,1
101,Mult,Make Noise,"['Multiple', 'Logic']",4,20.0,,,,30.0,10063,3.98,46.0,,1
102,Echophon,Make Noise,"['Delay', 'Pitch Shifter ', 'Effect']",20,30.0,70.0,40.0,0.0,368.0,10061,4.33,126.0,,1
103,Buchla 258t,Tiptop Audio,"['Dual/Stereo', 'Oscillator']",18,45.0,70.0,40.0,0.0,198.0,9979,4.79,29.0,Available,0
104,Tallin,Xaoc Devices,"['Distortion', 'Dual/Stereo', 'VCA']",6,33.0,20.0,20.0,,160.0,9918,4.65,60.0,Available,1
105,Bitbox Micro,1010 Music,"['Sampling', 'Drum', 'Clock Generator', 'Controller', 'Digital', 'Dual/Stereo', 'MIDI']",18,32.0,400.0,0.0,0.0,449.0,9913,4.39,46.0,Available,0
106,A-132-3,Doepfer,"['VCA', 'Dual/Stereo', 'TrueGrid']",8,50.0,30.0,30.0,0.0,100.0,9822,4.1,70.0,Available,0
107,A-160-1,Doepfer,['Clock Modulator'],4,40.0,40.0,0.0,0.0,70.0,9818,3.96,72.0,Available,0
108,arbhar expander,Instruō,['Expander'],2,,,,,,9772,4.94,17.0,Available,0
109,Ikarie,Bastl Instruments,"['Envelope Follower', 'Filter', 'Dual/Stereo', 'VCA']",8,35.0,100.0,95.0,0.0,240.0,9765,4.74,47.0,Available,0
110,Filter 8,Joranalogue Audio Design,['Filter'],12,30.0,75.0,75.0,0.0,325.0,9750,4.68,102.0,Available,1
111,Rampage,Befaco,"['CV Modulation', 'Envelope Generator', 'Function Generator', 'Envelope Follower', 'Slew Limiter', 'Dual/Stereo', 'Comparator', 'LFO']",18,30.0,110.0,90.0,0.0,260.0,9746,4.63,115.0,,1
112,Unity Mixer,Intellijel,"['Mixer', 'Dual/Stereo']",2,29.0,11.0,14.0,0.0,75.0,9733,4.4,52.0,Available,1
113,A-148,Doepfer,"['CV Modulation', 'Sample and Hold', 'Dual/Stereo']",4,30.0,20.0,20.0,0.0,65.0,9722,4.17,64.0,Available,0
114,QCD: Quad Clock Distributor,4ms Company,"['Clock Generator', 'Clock Modulator', 'CV Modulation', 'Frequency Divider', 'Quad', 'Utility']",10,26.0,48.0,40.0,41.0,249.0,9667,4.53,78.0,Available,0
115,Polaris,Intellijel,"['Distortion', 'Filter', 'Phase Shifter']",10,40.0,60.0,56.0,0.0,204.0,9639,4.48,71.0,,1
116,Atlantis,Intellijel,"['Synth Voice', 'Envelope Generator', 'Filter', 'LFO', 'Noise', 'Oscillator']",40,38.0,214.0,196.0,0.0,679.0,9636,4.49,100.0,Available,1
117,FX AID_black,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb', 'Dual/Stereo']",4,45.0,80.0,30.0,0.0,199.0,9614,4.49,37.0,Available,0
118,Brains,Behringer,"['Digital', 'Drum', 'Dual/Stereo', 'Oscillator', 'Synth Voice']",16,45.0,130.0,10.0,0.0,129.0,9609,1.69,206.0,Available,0
119,ONE,Tiptop Audio,"['Sampling', 'Digital', 'Drum', 'CV Modulation']",4,43.0,80.0,8.0,0.0,158.0,9566,4.05,55.0,Available,1
120,Shapeshifter,Intellijel,"['Oscillator', 'Dual/Stereo', 'Digital', 'LFO', 'Waveshaper', 'Synth Voice']",26,44.0,195.0,50.0,0.0,549.0,9526,4.59,128.0,Available,1
121,Poti,Xaoc Devices,['Expander'],3,20.0,,,,45.0,9516,4.25,52.0,Available,1
122,A-106-5 SEM,Doepfer,['Filter'],8,55.0,20.0,20.0,0.0,80.0,9511,4.3,90.0,Available,0
123,μScale [v2],Intellijel,['Quantizer'],6,24.0,60.0,7.0,0.0,245.0,9426,4.19,94.0,Discontinued,0
124,ROW POWER 40,4ms Company,['Power'],4,28.0,,,,125.0,9404,4.57,44.0,Available,0
125,Mimetic Digitalis (Black),Noise Engineering,"['CV Modulation', 'Random', 'Sequencer']",10,26.0,58.0,22.0,0.0,314.0,9395,4.58,33.0,Available,1
126,modDemix 2014,Make Noise,"['Dual/Stereo', 'Mixer', 'Ring Modulator', 'VCA']",6,24.0,30.0,30.0,0.0,130.0,9382,4.0,71.0,,1
127,A-180-1,Doepfer,['Multiple'],4,10.0,,,,35.0,9370,3.69,35.0,Available,0
128,Mult,2hp,['Multiple'],2,15.0,,,,31.0,9356,3.94,18.0,Available,1
129,DATA (BLACK),Mordax,"['Clock Generator', 'Clock Modulator', 'Dual/Stereo', 'LFO', 'Oscillator', 'Quad', 'Tuner', 'Utility']",16,35.0,250.0,60.0,,356.0,9285,4.57,49.0,Available,1
130,A-100B1,Doepfer,['Blank Panel'],1,,,,,3.0,9279,4.62,16.0,Available,0
131,Tangle Quartet,ALM Busy Circuits,"['Quad', 'VCA', 'Mixer', 'Attenuator']",8,32.0,80.0,80.0,0.0,198.0,9261,4.43,42.0,Available,0
132,Z3000 Smart VCO MKII,Tiptop Audio,"['Oscillator', 'Utility', 'LFO', 'Waveshaper', 'TrueGrid']",14,26.0,50.0,25.0,0.0,250.0,9251,4.3,132.0,Available,1
133,A-110,Doepfer,['Oscillator'],10,55.0,90.0,20.0,0.0,150.0,9239,4.03,69.0,Available,0
134,A-145,Doepfer,"['LFO', 'Clock Generator']",8,55.0,30.0,20.0,0.0,65.0,9198,3.87,71.0,Available,0
135,A-118-1,Doepfer,"['Noise', 'Random']",8,40.0,20.0,10.0,0.0,75.0,9028,3.81,80.0,Available,0
136,Stmix,Befaco,"['Mixer', 'Dual/Stereo']",6,30.0,8.0,10.0,0.0,149.0,8985,4.19,31.0,Available,1
137,A-180-9,Doepfer,['Utility'],4,25.0,,,,120.0,8949,4.57,14.0,Available,0
138,A-135-2 Quad VCA / VC Mixer,Doepfer,"['Mixer', 'Quad', 'VCA']",8,45.0,40.0,40.0,0.0,129.0,8846,4.59,29.0,Available,0
139,"MiniMod Vintage Transistor Core VCO ""Dark Edition""",AJH Synth,['Oscillator'],14,38.0,55.0,40.0,0.0,369.0,8806,4.65,34.0,Available,0
140,Mutes,DivKid,"['Controller', 'Expander', 'Expression', 'Multiple', 'Quad', 'Utility']",4,32.0,50.0,,,125.0,8790,4.41,41.0,Available,1
141,Dual Looping Delay,4ms Company,"['Delay', 'Dual/Stereo', 'Effect']",20,25.0,180.0,48.0,,429.0,8782,4.56,78.0,Available,1
142,StarLab,Strymon,"['Digital', 'Dual/Stereo', 'Effect', 'Reverb', 'Synth Voice', 'Delay']",28,41.0,210.0,210.0,0.0,669.0,8779,4.72,40.0,Available,0
143,Sample Drum,Erica Synths,"['Drum', 'Sampling']",14,25.0,65.0,2.0,0.0,358.0,8760,4.69,35.0,Available,0
144,Mix (Black Panel),2hp,"['Mixer', 'Attenuator']",2,42.0,41.0,41.0,0.0,89.0,8740,3.91,23.0,Available,1
145,Bloom,Qu-Bit Electronix,"['Clock Generator', 'Dual/Stereo', 'Random', 'Sequencer']",16,,82.0,0.0,0.0,359.0,8739,4.18,49.0,Available,1
146,MFX,ALM Busy Circuits,"['Delay', 'Digital', 'Distortion', 'Dual/Stereo', 'Dynamics', 'Effect', 'Utility', 'Reverb']",6,32.0,50.0,15.0,0.0,298.0,8678,4.54,26.0,Available,0
147,FH-2 'factotum',Expert Sleepers,"['Clock Generator', 'MIDI', 'Envelope Generator', 'Clock Modulator', 'CV Modulation', 'Noise', 'Random', 'Sequencer']",8,48.0,118.0,48.0,0.0,335.0,8552,4.57,46.0,Available,0
148,SYSTEM 100 112 DUAL VCO,Behringer,"['Dual/Stereo', 'Oscillator']",16,46.0,90.0,70.0,0.0,108.0,8550,3.32,22.0,Available,0
149,Forbidden Planet,Tiptop Audio,"['CV Modulation', 'Effect', 'Filter']",8,30.0,10.0,10.0,,105.0,8549,4.42,33.0,Available,1
150,VCA,2hp,"['Dual/Stereo', 'VCA', 'Attenuator']",2,42.0,21.0,26.0,0.0,89.0,8492,3.71,21.0,Available,1
151,RND STEP,DivKid,"['CV Modulation', 'Noise', 'Random', 'Sample and Hold']",4,44.0,67.0,67.0,0.0,184.0,8485,4.68,37.0,Available,1
152,Contour 1,Joranalogue Audio Design,"['Function Generator', 'Slew Limiter']",8,30.0,90.0,85.0,0.0,215.0,8471,4.72,60.0,Available,1
153,902,Behringer,['VCA'],8,35.0,50.0,45.0,0.0,52.0,8467,3.31,16.0,Available,0
154,Branches,Mutable instruments,"['Random', 'Dual/Stereo']",6,20.0,25.0,1.0,0.0,107.0,8455,4.38,61.0,Discontinued,1
155,Tetrapad,Intellijel,['Controller'],20,19.0,130.0,15.0,0.0,269.0,8348,4.52,54.0,Available,1
156,Harmonic Oscillator,Verbos Electronics,['Oscillator'],32,26.0,120.0,90.0,0.0,699.0,8308,4.67,87.0,Available,0
157,HPO,ALM Busy Circuits,"['External', 'Dual/Stereo']",2,38.0,5.0,5.0,0.0,85.0,8295,4.57,30.0,Available,0
158,A-130-2,Doepfer,"['Dual/Stereo', 'VCA']",4,45.0,30.0,30.0,0.0,85.0,8251,4.46,26.0,Available,0
159,Assimil8or,Rossum Electro-Music,"['Sampling', 'CV Modulation', 'Digital', 'Drum', 'Dual/Stereo', 'Multiple', 'LFO']",28,25.0,220.0,30.0,0.0,1.119,8246,4.68,63.0,Available,0
160,System 100 121 Dual VCF,Behringer,"['Filter', 'Dual/Stereo', 'Mixer']",16,39.0,40.0,40.0,0.0,95.0,8190,3.75,28.0,Available,0
161,A-138a,Doepfer,"['Mixer', 'Quad']",8,35.0,10.0,10.0,0.0,55.0,8186,4.04,47.0,Available,0
162,911,Behringer,['Envelope Generator'],8,35.0,30.0,30.0,0.0,68.0,8048,2.0,7.0,Available,0
163,SYSTEM 100 150 RING MOD/NOISE/ S&H/LFO,Behringer,"['LFO', 'Random', 'Ring Modulator', 'Sample and Hold', 'Clock Modulator', 'Noise']",16,44.0,60.0,50.0,0.0,59.0,7989,3.45,31.0,Available,0
164,Lúbadh,Instruō,"['Sampling', 'Dual/Stereo', 'Distortion', 'Delay', 'Digital', 'Effect', 'Looper']",20,42.0,250.0,100.0,0.0,688.0,7971,4.79,29.0,Available,0
165,Shades,Mutable instruments,"['Mixer', 'Attenuator', 'Polarizer']",6,20.0,15.0,15.0,0.0,99.0,7953,4.48,83.0,Discontinued,1
166,FX AID XL_black,Happy Nerding,"['Delay', 'Digital', 'Distortion', 'Effect', 'Pitch Shifter ', 'Reverb', 'Filter', 'Dual/Stereo']",6,45.0,80.0,30.0,0.0,245.0,7952,4.64,33.0,Available,0
167,Piston Honda MK III,Industrial Music Electronics,"['Dual/Stereo', 'Oscillator', 'Waveshaper', 'Digital']",17,40.0,145.0,45.0,0.0,505.0,7942,4.7,81.0,Available,0
